log_likelihood,gamma,forget_rate,choice_parameter,noise_mu,noise_sigma-10954.02257,0.50000,0.01000,1.00000,0.00000,0.10000
-10919.41561,0.50000,0.01000,1.00000,0.00000,0.50000
-10937.84920,0.50000,0.01000,2.00000,0.00000,0.10000
-10856.21407,0.50000,0.01000,2.00000,0.00000,0.50000
-10954.48812,0.50000,0.02034,1.00000,0.00000,0.10000
-10919.30616,0.50000,0.02034,1.00000,0.00000,0.50000
-10936.56209,0.50000,0.02034,2.00000,0.00000,0.10000
-10858.66704,0.50000,0.02034,2.00000,0.00000,0.50000
-10953.46427,0.50000,0.04137,1.00000,0.00000,0.10000
-10920.59882,0.50000,0.04137,1.00000,0.00000,0.50000
-10938.85955,0.50000,0.04137,2.00000,0.00000,0.10000
-10839.06248,0.50000,0.04137,2.00000,0.00000,0.50000
-10951.57138,0.50000,0.08414,1.00000,0.00000,0.10000
-10917.11414,0.50000,0.08414,1.00000,0.00000,0.50000
-10933.29963,0.50000,0.08414,2.00000,0.00000,0.10000
-10848.55478,0.50000,0.08414,2.00000,0.00000,0.50000
-10940.46094,0.50000,0.17113,1.00000,0.00000,0.10000
-10906.98375,0.50000,0.17113,1.00000,0.00000,0.50000
-10925.95712,0.50000,0.17113,2.00000,0.00000,0.10000
-10828.27197,0.50000,0.17113,2.00000,0.00000,0.50000
-10634.08754,0.50000,0.34807,1.00000,0.00000,0.10000
-10625.01976,0.50000,0.34807,1.00000,0.00000,0.50000
-10646.46234,0.50000,0.34807,2.00000,0.00000,0.10000
-10640.89618,0.50000,0.34807,2.00000,0.00000,0.50000
-9309.64970,0.50000,0.70795,1.00000,0.00000,0.10000
-9441.10534,0.50000,0.70795,1.00000,0.00000,0.50000
-9489.03486,0.50000,0.70795,2.00000,0.00000,0.10000
-9420.83573,0.50000,0.70795,2.00000,0.00000,0.50000
-10924.67414,1.00000,0.01000,1.00000,0.00000,0.10000
-10860.07467,1.00000,0.01000,1.00000,0.00000,0.50000
-10889.92335,1.00000,0.01000,2.00000,0.00000,0.10000
-10709.38526,1.00000,0.01000,2.00000,0.00000,0.50000
-10927.76816,1.00000,0.02034,1.00000,0.00000,0.10000
-10821.41267,1.00000,0.02034,1.00000,0.00000,0.50000
-10901.86603,1.00000,0.02034,2.00000,0.00000,0.10000
-10723.45186,1.00000,0.02034,2.00000,0.00000,0.50000
-10920.20554,1.00000,0.04137,1.00000,0.00000,0.10000
-10841.32342,1.00000,0.04137,1.00000,0.00000,0.50000
-10890.72532,1.00000,0.04137,2.00000,0.00000,0.10000
-10746.75601,1.00000,0.04137,2.00000,0.00000,0.50000
-10926.48542,1.00000,0.08414,1.00000,0.00000,0.10000
-10818.34787,1.00000,0.08414,1.00000,0.00000,0.50000
-10895.88131,1.00000,0.08414,2.00000,0.00000,0.10000
-10730.49383,1.00000,0.08414,2.00000,0.00000,0.50000
-10903.56411,1.00000,0.17113,1.00000,0.00000,0.10000
-10853.54162,1.00000,0.17113,1.00000,0.00000,0.50000
-10879.91973,1.00000,0.17113,2.00000,0.00000,0.10000
-10691.17122,1.00000,0.17113,2.00000,0.00000,0.50000
-10303.45754,1.00000,0.34807,1.00000,0.00000,0.10000
-10253.23763,1.00000,0.34807,1.00000,0.00000,0.50000
-10372.79632,1.00000,0.34807,2.00000,0.00000,0.10000
-10312.56856,1.00000,0.34807,2.00000,0.00000,0.50000
-7849.39348,1.00000,0.70795,1.00000,0.00000,0.10000
-8004.23354,1.00000,0.70795,1.00000,0.00000,0.50000
-7922.27591,1.00000,0.70795,2.00000,0.00000,0.10000
-8188.41617,1.00000,0.70795,2.00000,0.00000,0.50000
-10870.51856,2.00000,0.01000,1.00000,0.00000,0.10000
-10688.43878,2.00000,0.01000,1.00000,0.00000,0.50000
-10806.45436,2.00000,0.01000,2.00000,0.00000,0.10000
-10434.93735,2.00000,0.01000,2.00000,0.00000,0.50000
-10870.90293,2.00000,0.02034,1.00000,0.00000,0.10000
-10720.23317,2.00000,0.02034,1.00000,0.00000,0.50000
-10817.33005,2.00000,0.02034,2.00000,0.00000,0.10000
-10415.77993,2.00000,0.02034,2.00000,0.00000,0.50000
-10870.65496,2.00000,0.04137,1.00000,0.00000,0.10000
-10724.25138,2.00000,0.04137,1.00000,0.00000,0.50000
-10812.92407,2.00000,0.04137,2.00000,0.00000,0.10000
-10482.96814,2.00000,0.04137,2.00000,0.00000,0.50000
-10869.85693,2.00000,0.08414,1.00000,0.00000,0.10000
-10715.79946,2.00000,0.08414,1.00000,0.00000,0.50000
-10792.48865,2.00000,0.08414,2.00000,0.00000,0.10000
-10453.61554,2.00000,0.08414,2.00000,0.00000,0.50000
-10834.62950,2.00000,0.17113,1.00000,0.00000,0.10000
-10666.77968,2.00000,0.17113,1.00000,0.00000,0.50000
-10770.37321,2.00000,0.17113,2.00000,0.00000,0.10000
-10470.12156,2.00000,0.17113,2.00000,0.00000,0.50000
-9775.84397,2.00000,0.34807,1.00000,0.00000,0.10000
-9788.96745,2.00000,0.34807,1.00000,0.00000,0.50000
-9691.94666,2.00000,0.34807,2.00000,0.00000,0.10000
-9739.63385,2.00000,0.34807,2.00000,0.00000,0.50000
-5559.71966,2.00000,0.70795,1.00000,0.00000,0.10000
-5738.66663,2.00000,0.70795,1.00000,0.00000,0.50000
-5660.60548,2.00000,0.70795,2.00000,0.00000,0.10000
-5937.77330,2.00000,0.70795,2.00000,0.00000,0.50000
