subj,session,feedType,trial,length_avg,length_sd,tarCat,respCat,idealCat,modelledCat_avg,modelledCat_sd,modelledCat_no_forget_avg,modelledCat_no_forget_sd
112101.00,1.00,1.00,1.00,34.01,0.10,1.00,1.00,1.00,1.00,0.00,-0.30,0.96
112101.00,1.00,1.00,2.00,29.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,3.00,39.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,4.00,28.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,5.00,6.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,6.00,19.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,7.00,31.01,0.11,1.00,-1.00,1.00,1.00,0.00,-0.20,0.98
112101.00,1.00,1.00,8.00,16.98,0.11,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,9.00,45.00,0.09,1.00,1.00,1.00,1.00,0.00,0.92,0.39
112101.00,1.00,1.00,10.00,25.00,0.09,1.00,1.00,-1.00,1.00,0.00,-0.94,0.34
112101.00,1.00,1.00,11.00,26.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,12.00,43.00,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,13.00,22.00,0.10,1.00,1.00,-1.00,1.00,0.00,-0.38,0.93
112101.00,1.00,1.00,14.00,32.00,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,15.00,28.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,16.00,41.01,0.10,-1.00,-1.00,1.00,-1.00,0.00,0.72,0.70
112101.00,1.00,1.00,17.00,35.01,0.10,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,18.00,25.99,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,19.00,30.99,0.10,1.00,1.00,1.00,1.00,0.00,-0.28,0.96
112101.00,1.00,1.00,20.00,14.00,0.09,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,21.00,29.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,22.00,46.00,0.09,1.00,-1.00,1.00,1.00,0.00,0.32,0.95
112101.00,1.00,1.00,23.00,44.01,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,24.00,23.01,0.11,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,25.00,23.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,0.98,0.20
112101.00,1.00,1.00,26.00,37.00,0.11,-1.00,-1.00,1.00,-1.00,0.00,0.28,0.96
112101.00,1.00,1.00,27.00,21.01,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,28.00,13.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,29.00,41.00,0.09,1.00,1.00,1.00,1.00,0.00,0.74,0.68
112101.00,1.00,1.00,30.00,30.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,31.00,44.00,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,32.00,32.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,33.00,42.99,0.09,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,34.00,38.01,0.11,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,35.00,38.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,36.00,25.03,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,37.00,21.02,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,38.00,44.99,0.10,-1.00,-1.00,1.00,-1.00,0.00,0.92,0.39
112101.00,1.00,1.00,39.00,27.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,40.00,45.00,0.09,1.00,1.00,1.00,1.00,0.00,0.92,0.39
112101.00,1.00,1.00,41.00,13.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,42.00,42.00,0.11,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,43.00,39.99,0.10,1.00,-1.00,1.00,1.00,0.00,0.78,0.63
112101.00,1.00,1.00,44.00,37.00,0.11,1.00,1.00,1.00,1.00,0.00,0.16,0.99
112101.00,1.00,1.00,45.00,21.99,0.11,-1.00,-1.00,-1.00,-1.00,0.00,-0.40,0.92
112101.00,1.00,1.00,46.00,28.00,0.11,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,47.00,24.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,48.00,18.99,0.10,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,49.00,28.99,0.11,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,50.00,17.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,51.00,29.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,52.00,39.01,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,53.00,15.99,0.09,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,54.00,32.99,0.12,1.00,-1.00,1.00,1.00,0.00,-0.98,0.20
112101.00,1.00,1.00,55.00,15.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,56.00,20.02,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,57.00,28.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,58.00,50.00,0.09,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,59.00,49.00,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,60.00,30.00,0.10,1.00,-1.00,-1.00,1.00,0.00,0.98,0.20
112101.00,1.00,1.00,61.00,25.01,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,62.00,11.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,63.00,35.00,0.09,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,64.00,35.01,0.10,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,65.00,39.98,0.09,1.00,1.00,1.00,1.00,0.00,0.76,0.65
112101.00,1.00,1.00,66.00,40.01,0.10,1.00,-1.00,1.00,1.00,0.00,0.78,0.63
112101.00,1.00,1.00,67.00,47.01,0.09,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,68.00,37.99,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,69.00,39.00,0.12,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,70.00,25.99,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,71.00,32.01,0.09,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,72.00,17.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,73.00,53.01,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,74.00,40.00,0.10,-1.00,1.00,1.00,-1.00,0.00,0.78,0.63
112101.00,1.00,1.00,75.00,15.01,0.09,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,76.00,31.01,0.10,-1.00,1.00,1.00,-1.00,0.00,-0.26,0.97
112101.00,1.00,1.00,77.00,8.01,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,78.00,17.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,79.00,21.99,0.10,-1.00,1.00,-1.00,-1.00,0.00,-0.38,0.93
112101.00,1.00,1.00,80.00,36.00,0.12,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,81.00,55.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,82.00,13.99,0.11,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,83.00,23.99,0.10,1.00,1.00,-1.00,1.00,0.00,0.98,0.20
112101.00,1.00,1.00,84.00,25.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-0.98,0.20
112101.00,1.00,1.00,85.00,34.01,0.11,1.00,-1.00,1.00,1.00,0.00,-0.30,0.96
112101.00,1.00,1.00,86.00,36.00,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,87.00,51.99,0.11,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,88.00,32.99,0.09,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,89.00,24.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,0.96,0.28
112101.00,1.00,1.00,90.00,32.01,0.11,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,91.00,37.01,0.11,1.00,1.00,1.00,1.00,0.00,0.04,1.00
112101.00,1.00,1.00,92.00,29.99,0.10,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,93.00,19.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,94.00,15.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,95.00,32.01,0.12,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,96.00,9.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,97.00,45.99,0.09,1.00,1.00,1.00,1.00,0.00,0.34,0.95
112101.00,1.00,1.00,98.00,42.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,99.00,47.00,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,100.00,19.98,0.11,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,101.00,34.00,0.10,1.00,1.00,1.00,1.00,0.00,-0.40,0.92
112101.00,1.00,1.00,102.00,36.01,0.10,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,103.00,31.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-0.24,0.98
112101.00,1.00,1.00,104.00,27.01,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,105.00,22.00,0.11,1.00,1.00,-1.00,1.00,0.00,-0.32,0.95
112101.00,1.00,1.00,106.00,35.01,0.10,-1.00,-1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,107.00,27.98,0.10,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,108.00,23.01,0.09,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,109.00,51.00,0.11,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,110.00,23.00,0.09,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,111.00,26.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,112.00,30.00,0.11,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,113.00,21.99,0.11,-1.00,1.00,-1.00,-1.00,0.00,-0.54,0.85
112101.00,1.00,1.00,114.00,31.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-0.34,0.95
112101.00,1.00,1.00,115.00,33.01,0.10,1.00,1.00,1.00,1.00,0.00,-0.98,0.20
112101.00,1.00,1.00,116.00,34.99,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,117.00,46.99,0.11,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,118.00,32.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,119.00,27.01,0.11,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,120.00,19.99,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,121.00,11.00,0.09,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,122.00,15.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,123.00,20.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,124.00,23.01,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,125.00,23.97,0.11,1.00,-1.00,-1.00,1.00,0.00,0.98,0.20
112101.00,1.00,1.00,126.00,36.99,0.10,-1.00,1.00,1.00,-1.00,0.00,0.22,0.98
112101.00,1.00,1.00,127.00,18.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,128.00,39.01,0.11,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,129.00,39.00,0.11,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,130.00,33.99,0.10,-1.00,1.00,1.00,-1.00,0.00,-0.44,0.90
112101.00,1.00,1.00,131.00,42.00,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,132.00,27.00,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,133.00,32.99,0.11,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,134.00,9.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,135.00,44.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,136.00,28.99,0.11,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,137.00,28.99,0.11,1.00,1.00,-1.00,1.00,0.00,-0.98,0.20
112101.00,1.00,1.00,138.00,38.02,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,139.00,21.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,140.00,31.01,0.10,1.00,-1.00,1.00,1.00,0.00,-0.24,0.98
112101.00,1.00,1.00,141.00,54.00,0.08,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,142.00,23.99,0.11,-1.00,-1.00,-1.00,-1.00,0.00,0.98,0.20
112101.00,1.00,1.00,143.00,33.99,0.09,-1.00,1.00,1.00,-1.00,0.00,-0.48,0.88
112101.00,1.00,1.00,144.00,15.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,145.00,25.02,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,146.00,38.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,147.00,30.00,0.10,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,148.00,42.98,0.12,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,149.00,36.00,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,1.00,1.00,150.00,26.00,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,151.00,6.98,0.10,-1.00,1.00,-1.00,-1.00,0.00,-0.94,0.34
112101.00,1.00,1.00,152.00,18.00,0.10,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,153.00,26.03,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,154.00,32.99,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,1.00,1.00,155.00,46.01,0.09,-1.00,1.00,1.00,-1.00,0.00,0.56,0.83
112101.00,1.00,1.00,156.00,41.00,0.09,1.00,1.00,1.00,1.00,0.00,0.82,0.58
112101.00,1.00,1.00,157.00,35.99,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,158.00,48.02,0.11,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,1.00,1.00,159.00,30.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,0.98,0.20
112101.00,1.00,1.00,160.00,37.00,0.11,1.00,1.00,1.00,1.00,0.00,0.14,1.00
112101.00,2.00,1.00,1.00,23.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,2.00,44.99,0.10,1.00,-1.00,1.00,1.00,0.00,0.88,0.48
112101.00,2.00,1.00,3.00,51.99,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,4.00,21.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,5.00,25.99,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,6.00,33.01,0.08,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,7.00,41.99,0.11,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,8.00,32.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,9.00,33.99,0.10,1.00,1.00,1.00,1.00,0.00,-0.36,0.94
112101.00,2.00,1.00,10.00,24.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,0.96,0.28
112101.00,2.00,1.00,11.00,41.00,0.10,1.00,1.00,1.00,1.00,0.00,0.74,0.68
112101.00,2.00,1.00,12.00,46.00,0.12,-1.00,1.00,1.00,-1.00,0.00,0.42,0.91
112101.00,2.00,1.00,13.00,47.00,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,14.00,23.98,0.11,-1.00,-1.00,-1.00,-1.00,0.00,0.98,0.20
112101.00,2.00,1.00,15.00,31.99,0.12,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,16.00,39.01,0.09,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,17.00,49.01,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,18.00,22.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,0.98,0.20
112101.00,2.00,1.00,19.00,46.00,0.10,1.00,1.00,1.00,1.00,0.00,0.32,0.95
112101.00,2.00,1.00,20.00,40.01,0.10,1.00,1.00,1.00,1.00,0.00,0.76,0.65
112101.00,2.00,1.00,21.00,37.01,0.10,1.00,-1.00,1.00,1.00,0.00,0.04,1.00
112101.00,2.00,1.00,22.00,36.00,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,23.00,42.99,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,24.00,37.01,0.10,1.00,1.00,1.00,1.00,0.00,0.12,1.00
112101.00,2.00,1.00,25.00,30.01,0.11,1.00,-1.00,-1.00,1.00,0.00,0.98,0.20
112101.00,2.00,1.00,26.00,23.01,0.09,1.00,1.00,-1.00,1.00,0.00,0.98,0.20
112101.00,2.00,1.00,27.00,26.01,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,28.00,26.01,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,29.00,27.01,0.10,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,30.00,50.00,0.09,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,31.00,6.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,32.00,35.01,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,33.00,34.02,0.10,1.00,1.00,1.00,1.00,0.00,-0.22,0.98
112101.00,2.00,1.00,34.00,22.99,0.09,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,35.00,15.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,36.00,41.02,0.10,-1.00,1.00,1.00,-1.00,0.00,0.76,0.65
112101.00,2.00,1.00,37.00,28.00,0.11,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,38.00,37.01,0.11,1.00,1.00,1.00,1.00,0.00,0.00,1.01
112101.00,2.00,1.00,39.00,18.00,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,40.00,14.00,0.11,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,41.00,40.02,0.09,-1.00,1.00,1.00,-1.00,0.00,0.70,0.72
112101.00,2.00,1.00,42.00,27.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,43.00,19.01,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,44.00,37.00,0.11,-1.00,1.00,1.00,-1.00,0.00,0.10,1.00
112101.00,2.00,1.00,45.00,18.98,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,46.00,47.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,47.00,26.01,0.11,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,48.00,23.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,49.00,32.00,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,50.00,38.01,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,51.00,31.01,0.10,-1.00,1.00,1.00,-1.00,0.00,-0.26,0.97
112101.00,2.00,1.00,52.00,21.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,53.00,7.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-0.96,0.28
112101.00,2.00,1.00,54.00,27.00,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,55.00,31.00,0.09,1.00,1.00,1.00,1.00,0.00,-0.16,0.99
112101.00,2.00,1.00,56.00,29.00,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,57.00,31.98,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,58.00,17.00,0.11,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,59.00,24.99,0.11,1.00,1.00,-1.00,1.00,0.00,-0.98,0.20
112101.00,2.00,1.00,60.00,26.98,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,61.00,34.01,0.10,1.00,-1.00,1.00,1.00,0.00,-0.24,0.98
112101.00,2.00,1.00,62.00,13.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,63.00,53.01,0.11,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,64.00,32.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,65.00,32.01,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,66.00,40.00,0.12,1.00,1.00,1.00,1.00,0.00,0.66,0.76
112101.00,2.00,1.00,67.00,38.99,0.11,-1.00,1.00,1.00,-1.00,0.00,-0.98,0.20
112101.00,2.00,1.00,68.00,33.01,0.10,1.00,-1.00,1.00,1.00,0.00,-0.98,0.20
112101.00,2.00,1.00,69.00,54.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,70.00,10.98,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,71.00,43.01,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,72.00,29.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,73.00,16.01,0.11,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,74.00,38.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,75.00,27.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,76.00,46.99,0.09,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,77.00,25.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-0.98,0.20
112101.00,2.00,1.00,78.00,9.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,79.00,33.99,0.10,-1.00,1.00,1.00,-1.00,0.00,-0.42,0.91
112101.00,2.00,1.00,80.00,38.98,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,81.00,23.97,0.10,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112101.00,2.00,1.00,82.00,8.98,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,83.00,36.01,0.11,-1.00,-1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,84.00,21.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-0.42,0.91
112101.00,2.00,1.00,85.00,45.00,0.10,-1.00,1.00,1.00,-1.00,0.00,0.88,0.48
112101.00,2.00,1.00,86.00,19.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,87.00,35.01,0.10,-1.00,-1.00,1.00,-1.00,0.00,1.00,0.00
112101.00,2.00,1.00,88.00,39.98,0.11,1.00,-1.00,1.00,1.00,0.00,0.62,0.79
112101.00,2.00,1.00,89.00,38.01,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112101.00,2.00,1.00,90.00,33.00,0.11,-1.00,1.00,1.00,-1.00,0.00,-0.98,0.20
