subj,session,feedType,trial,length_avg,length_sd,tarCat,respCat,idealCat,modelledCat_avg,modelledCat_sd,modelledCat_no_forget_avg,modelledCat_no_forget_sd
112105.00,1.00,1.00,9.00,39.99,0.10,1.00,-1.00,1.00,1.00,0.00,0.72,0.70
112105.00,1.00,1.00,10.00,31.99,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,11.00,35.01,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,12.00,44.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,13.00,21.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,14.00,38.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,15.00,17.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,16.00,22.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,0.98,0.20
112105.00,1.00,1.00,17.00,25.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,18.00,29.03,0.11,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,19.00,36.01,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,20.00,51.00,0.09,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,21.00,14.01,0.12,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,22.00,28.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,23.00,20.01,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,24.00,37.00,0.11,-1.00,1.00,1.00,-1.00,0.00,0.12,1.00
112105.00,1.00,1.00,25.00,22.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,26.00,28.00,0.11,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,27.00,32.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,28.00,31.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-0.18,0.99
112105.00,1.00,1.00,29.00,54.99,0.11,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,30.00,31.01,0.11,-1.00,-1.00,1.00,-1.00,0.00,-0.38,0.93
112105.00,1.00,1.00,31.00,37.99,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,32.00,11.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,33.00,43.99,0.11,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,34.00,41.99,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,35.00,13.00,0.11,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,36.00,47.01,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,37.00,36.99,0.11,1.00,-1.00,1.00,1.00,0.00,0.24,0.98
112105.00,1.00,1.00,38.00,20.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,39.00,23.99,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,40.00,23.00,0.09,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,41.00,32.01,0.11,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,42.00,36.99,0.10,1.00,-1.00,1.00,1.00,0.00,0.20,0.98
112105.00,1.00,1.00,43.00,35.99,0.09,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,44.00,21.02,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,45.00,43.01,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,46.00,39.01,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,47.00,47.00,0.10,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,48.00,29.98,0.09,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,49.00,39.99,0.10,1.00,1.00,1.00,1.00,0.00,0.78,0.63
112105.00,1.00,1.00,50.00,38.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,51.00,24.01,0.12,1.00,-1.00,-1.00,1.00,0.00,0.96,0.28
112105.00,1.00,1.00,52.00,15.99,0.10,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,53.00,44.99,0.09,1.00,-1.00,1.00,1.00,0.00,0.94,0.34
112105.00,1.00,1.00,54.00,32.99,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,55.00,43.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,56.00,22.01,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-0.46,0.89
112105.00,1.00,1.00,57.00,21.98,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-0.42,0.91
112105.00,1.00,1.00,58.00,33.99,0.10,1.00,1.00,1.00,1.00,0.00,-0.56,0.83
112105.00,1.00,1.00,59.00,38.01,0.11,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,60.00,29.00,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,61.00,49.01,0.09,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,62.00,16.01,0.11,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,63.00,14.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,64.00,25.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-0.94,0.34
112105.00,1.00,1.00,65.00,40.00,0.09,-1.00,-1.00,1.00,-1.00,0.00,0.74,0.68
112105.00,1.00,1.00,66.00,17.00,0.11,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,67.00,46.99,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,68.00,52.00,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,69.00,31.99,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,70.00,38.99,0.11,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,71.00,27.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,72.00,44.99,0.10,-1.00,-1.00,1.00,-1.00,0.00,0.94,0.34
112105.00,1.00,1.00,73.00,28.99,0.11,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,74.00,48.01,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,75.00,37.00,0.09,1.00,-1.00,1.00,1.00,0.00,0.24,0.98
112105.00,1.00,1.00,76.00,26.00,0.11,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,77.00,29.00,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,78.00,39.00,0.11,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,79.00,24.98,0.11,1.00,1.00,-1.00,1.00,0.00,-0.94,0.34
112105.00,1.00,1.00,80.00,41.00,0.11,1.00,1.00,1.00,1.00,0.00,0.70,0.72
112105.00,1.00,1.00,81.00,42.01,0.11,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,82.00,30.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,83.00,15.01,0.11,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,84.00,34.00,0.09,-1.00,-1.00,1.00,-1.00,0.00,-0.32,0.95
112105.00,1.00,1.00,85.00,31.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-0.32,0.95
112105.00,1.00,1.00,86.00,53.98,0.11,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,87.00,24.01,0.10,1.00,-1.00,-1.00,1.00,0.00,0.94,0.34
112105.00,1.00,1.00,88.00,25.00,0.11,1.00,1.00,-1.00,1.00,0.00,-0.94,0.34
112105.00,1.00,1.00,89.00,26.99,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,90.00,23.00,0.09,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,91.00,36.01,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,92.00,30.00,0.10,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,93.00,34.99,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,94.00,34.00,0.11,-1.00,-1.00,1.00,-1.00,0.00,-0.36,0.94
112105.00,1.00,1.00,95.00,33.00,0.10,1.00,-1.00,1.00,1.00,0.00,-0.98,0.20
112105.00,1.00,1.00,96.00,22.00,0.10,1.00,1.00,-1.00,1.00,0.00,-0.34,0.95
112105.00,1.00,1.00,97.00,49.99,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,98.00,33.00,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,99.00,22.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-0.36,0.94
112105.00,1.00,1.00,100.00,42.01,0.11,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,101.00,26.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,102.00,18.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,103.00,10.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,104.00,28.99,0.11,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,105.00,39.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,106.00,40.01,0.10,1.00,1.00,1.00,1.00,0.00,0.70,0.72
112105.00,1.00,1.00,107.00,46.02,0.11,1.00,-1.00,1.00,1.00,0.00,0.48,0.88
112105.00,1.00,1.00,108.00,28.01,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,109.00,26.99,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,110.00,31.01,0.10,1.00,1.00,1.00,1.00,0.00,-0.28,0.96
112105.00,1.00,1.00,111.00,36.00,0.10,1.00,1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,112.00,15.01,0.10,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,113.00,20.00,0.11,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,114.00,31.00,0.09,1.00,-1.00,1.00,1.00,0.00,-0.22,0.98
112105.00,1.00,1.00,115.00,25.00,0.09,-1.00,1.00,-1.00,-1.00,0.00,-0.98,0.20
112105.00,1.00,1.00,116.00,17.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,117.00,27.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,118.00,36.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,119.00,23.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,0.94,0.34
112105.00,1.00,1.00,120.00,27.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,121.00,45.01,0.09,1.00,-1.00,1.00,1.00,0.00,0.96,0.28
112105.00,1.00,1.00,122.00,38.99,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,123.00,30.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,0.98,0.20
112105.00,1.00,1.00,124.00,32.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,125.00,34.99,0.11,-1.00,-1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,126.00,18.02,0.11,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,127.00,41.00,0.09,-1.00,1.00,1.00,-1.00,0.00,0.76,0.65
112105.00,1.00,1.00,128.00,19.00,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,129.00,12.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,130.00,29.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,131.00,30.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,132.00,44.01,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,133.00,30.99,0.11,1.00,1.00,1.00,1.00,0.00,-0.18,0.99
112105.00,1.00,1.00,134.00,7.01,0.09,-1.00,1.00,-1.00,-1.00,0.00,-0.98,0.20
112105.00,1.00,1.00,135.00,34.01,0.11,1.00,-1.00,1.00,1.00,0.00,-0.20,0.98
112105.00,1.00,1.00,136.00,26.00,0.09,1.00,1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,137.00,24.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,0.96,0.28
112105.00,1.00,1.00,138.00,16.00,0.12,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,139.00,32.99,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,140.00,17.02,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,141.00,29.98,0.09,1.00,-1.00,-1.00,1.00,0.00,0.98,0.20
112105.00,1.00,1.00,142.00,34.00,0.10,1.00,-1.00,1.00,1.00,0.00,-0.26,0.97
112105.00,1.00,1.00,143.00,42.99,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,144.00,21.00,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,145.00,19.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,146.00,14.01,0.11,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,147.00,28.01,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,148.00,26.00,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,149.00,33.00,0.10,1.00,1.00,1.00,1.00,0.00,-0.98,0.20
112105.00,1.00,1.00,150.00,19.01,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,151.00,6.01,0.11,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,152.00,7.99,0.09,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,1.00,1.00,153.00,27.01,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,154.00,21.99,0.11,1.00,1.00,-1.00,1.00,0.00,-0.46,0.89
112105.00,1.00,1.00,155.00,31.99,0.09,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,156.00,36.99,0.11,-1.00,-1.00,1.00,-1.00,0.00,0.22,0.98
112105.00,1.00,1.00,157.00,38.00,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,158.00,34.99,0.11,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,1.00,1.00,159.00,53.01,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,1.00,1.00,160.00,9.01,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,1.00,24.02,0.10,-1.00,-1.00,-1.00,-1.00,0.00,0.96,0.28
112105.00,2.00,1.00,2.00,24.98,0.11,-1.00,-1.00,-1.00,-1.00,0.00,-0.94,0.34
112105.00,2.00,1.00,3.00,20.01,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,4.00,43.00,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,5.00,26.99,0.11,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,6.00,33.01,0.11,1.00,1.00,1.00,1.00,0.00,-0.98,0.20
112105.00,2.00,1.00,7.00,39.99,0.10,-1.00,1.00,1.00,-1.00,0.00,0.76,0.65
112105.00,2.00,1.00,8.00,15.03,0.11,1.00,-1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,9.00,37.01,0.10,1.00,1.00,1.00,1.00,0.00,0.16,0.99
112105.00,2.00,1.00,10.00,24.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-0.92,0.39
112105.00,2.00,1.00,11.00,21.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,12.00,18.01,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,13.00,52.01,0.09,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,14.00,34.01,0.10,1.00,-1.00,1.00,1.00,0.00,-0.38,0.93
112105.00,2.00,1.00,15.00,22.00,0.09,1.00,1.00,-1.00,1.00,0.00,-0.38,0.93
112105.00,2.00,1.00,16.00,17.00,0.11,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,17.00,48.99,0.11,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,18.00,29.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-0.98,0.20
112105.00,2.00,1.00,19.00,42.01,0.11,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,20.00,44.99,0.10,1.00,-1.00,1.00,1.00,0.00,0.94,0.34
112105.00,2.00,1.00,21.00,17.00,0.10,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,22.00,34.00,0.08,1.00,-1.00,1.00,1.00,0.00,-0.40,0.92
112105.00,2.00,1.00,23.00,38.99,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,24.00,13.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,25.00,40.01,0.10,1.00,-1.00,1.00,1.00,0.00,0.76,0.65
112105.00,2.00,1.00,26.00,8.99,0.09,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,27.00,46.01,0.09,1.00,1.00,1.00,1.00,0.00,0.52,0.86
112105.00,2.00,1.00,28.00,34.98,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,29.00,28.99,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,30.00,35.99,0.10,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,31.00,26.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,32.00,14.00,0.11,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,33.00,34.01,0.10,1.00,-1.00,1.00,1.00,0.00,-0.34,0.95
112105.00,2.00,1.00,34.00,40.00,0.10,1.00,1.00,1.00,1.00,0.00,0.74,0.68
112105.00,2.00,1.00,35.00,42.01,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,36.00,46.03,0.10,-1.00,1.00,1.00,-1.00,0.00,0.28,0.96
112105.00,2.00,1.00,37.00,26.99,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,38.00,32.01,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,39.00,18.99,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,40.00,10.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,41.00,33.00,0.09,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,42.00,47.00,0.11,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,43.00,38.99,0.09,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,44.00,15.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,45.00,40.98,0.09,1.00,1.00,1.00,1.00,0.00,0.84,0.55
112105.00,2.00,1.00,46.00,26.99,0.09,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,47.00,35.98,0.10,-1.00,-1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,48.00,31.01,0.10,1.00,1.00,1.00,1.00,0.00,-0.32,0.95
112105.00,2.00,1.00,49.00,40.00,0.11,1.00,1.00,1.00,1.00,0.00,0.72,0.70
112105.00,2.00,1.00,50.00,32.98,0.09,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,51.00,36.00,0.11,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,52.00,47.00,0.11,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,53.00,33.00,0.09,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,54.00,26.00,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,55.00,37.00,0.11,1.00,1.00,1.00,1.00,0.00,0.06,1.00
112105.00,2.00,1.00,56.00,45.00,0.10,-1.00,-1.00,1.00,-1.00,0.00,0.96,0.28
112105.00,2.00,1.00,57.00,45.00,0.10,1.00,1.00,1.00,1.00,0.00,0.94,0.34
112105.00,2.00,1.00,58.00,16.00,0.11,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,59.00,32.01,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,60.00,34.01,0.10,-1.00,-1.00,1.00,-1.00,0.00,-0.38,0.93
112105.00,2.00,1.00,61.00,43.99,0.11,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,62.00,39.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,63.00,8.00,0.09,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,64.00,34.01,0.09,-1.00,1.00,1.00,-1.00,0.00,-0.28,0.96
112105.00,2.00,1.00,65.00,55.00,0.11,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,66.00,29.00,0.10,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,67.00,22.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,-0.42,0.91
112105.00,2.00,1.00,68.00,31.00,0.09,-1.00,-1.00,1.00,-1.00,0.00,-0.26,0.97
112105.00,2.00,1.00,69.00,6.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,70.00,21.01,0.10,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,71.00,29.99,0.11,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,72.00,30.00,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,73.00,26.01,0.09,1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,74.00,23.00,0.11,1.00,1.00,-1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,75.00,38.02,0.10,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,76.00,19.99,0.11,-1.00,1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,77.00,44.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,78.00,44.01,0.08,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,79.00,41.00,0.10,1.00,1.00,1.00,1.00,0.00,0.78,0.63
112105.00,2.00,1.00,80.00,25.01,0.09,-1.00,1.00,-1.00,-1.00,0.00,-0.96,0.28
112105.00,2.00,1.00,81.00,12.01,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,82.00,36.02,0.10,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,83.00,42.99,0.11,-1.00,-1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,84.00,37.00,0.09,-1.00,1.00,1.00,-1.00,0.00,0.20,0.98
112105.00,2.00,1.00,85.00,23.01,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,86.00,31.01,0.10,1.00,1.00,1.00,1.00,0.00,-0.30,0.96
112105.00,2.00,1.00,87.00,38.01,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,88.00,30.01,0.10,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,89.00,53.00,0.10,1.00,-1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,90.00,23.02,0.09,-1.00,1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,91.00,30.98,0.09,-1.00,-1.00,1.00,-1.00,0.00,-0.20,0.98
112105.00,2.00,1.00,92.00,32.01,0.10,-1.00,1.00,1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,93.00,21.00,0.08,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,94.00,32.02,0.10,1.00,1.00,1.00,1.00,0.00,-1.00,0.00
112105.00,2.00,1.00,95.00,34.99,0.10,1.00,-1.00,1.00,1.00,0.00,1.00,0.00
112105.00,2.00,1.00,96.00,46.99,0.10,-1.00,1.00,1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,97.00,11.00,0.10,-1.00,-1.00,-1.00,-1.00,0.00,1.00,0.00
112105.00,2.00,1.00,98.00,21.99,0.09,-1.00,1.00,-1.00,-1.00,0.00,-0.40,0.92
