subj,session,feedType,trial,length_avg,length_sd,tarCat,respCat,idealCat,modelledCat_avg,modelledCat_sd
112209.00,2.00,2.00,57.00,34.00,0.52,1.00,1.00,1.00,0.02,1.00
112209.00,2.00,2.00,58.00,18.03,0.52,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,59.00,35.99,0.50,1.00,-1.00,1.00,0.02,1.00
112209.00,2.00,2.00,60.00,34.00,0.49,1.00,1.00,1.00,0.03,1.00
112209.00,2.00,2.00,61.00,35.00,0.51,1.00,1.00,1.00,0.02,1.00
112209.00,2.00,2.00,62.00,31.99,0.50,1.00,1.00,1.00,0.38,0.92
112209.00,2.00,2.00,63.00,29.03,0.49,-1.00,-1.00,-1.00,0.84,0.55
112209.00,2.00,2.00,64.00,25.99,0.52,-1.00,-1.00,-1.00,0.83,0.55
112209.00,2.00,2.00,65.00,36.00,0.51,1.00,1.00,1.00,0.02,1.00
112209.00,2.00,2.00,66.00,32.99,0.50,1.00,1.00,1.00,0.10,1.00
112209.00,2.00,2.00,67.00,44.00,0.50,1.00,1.00,1.00,-0.47,0.89
112209.00,2.00,2.00,68.00,17.02,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,69.00,27.01,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,70.00,24.99,0.48,-1.00,-1.00,-1.00,0.83,0.56
112209.00,2.00,2.00,71.00,28.02,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,72.00,31.01,0.51,1.00,1.00,1.00,0.67,0.74
112209.00,2.00,2.00,73.00,27.02,0.50,-1.00,-1.00,-1.00,0.84,0.55
112209.00,2.00,2.00,74.00,37.01,0.51,1.00,1.00,1.00,0.01,1.00
112209.00,2.00,2.00,75.00,17.00,0.50,-1.00,-1.00,-1.00,0.76,0.65
112209.00,2.00,2.00,76.00,28.96,0.51,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,77.00,27.01,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,78.00,39.98,0.51,1.00,1.00,1.00,-0.22,0.98
112209.00,2.00,2.00,79.00,47.04,0.51,1.00,1.00,1.00,-0.62,0.78
112209.00,2.00,2.00,80.00,22.01,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,81.00,35.97,0.49,1.00,1.00,1.00,0.01,1.00
112209.00,2.00,2.00,82.00,26.01,0.50,-1.00,-1.00,-1.00,0.84,0.55
112209.00,2.00,2.00,83.00,46.99,0.49,1.00,1.00,1.00,-0.62,0.79
112209.00,2.00,2.00,84.00,30.99,0.49,1.00,-1.00,1.00,0.69,0.72
112209.00,2.00,2.00,85.00,37.01,0.51,1.00,1.00,1.00,0.00,1.00
112209.00,2.00,2.00,86.00,22.99,0.52,-1.00,-1.00,-1.00,0.78,0.62
112209.00,2.00,2.00,87.00,22.01,0.49,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,88.00,9.99,0.51,-1.00,-1.00,-1.00,0.53,0.85
112209.00,2.00,2.00,89.00,30.02,0.51,-1.00,1.00,-1.00,0.81,0.58
112209.00,2.00,2.00,90.00,28.02,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,91.00,24.01,0.50,-1.00,-1.00,-1.00,0.82,0.58
112209.00,2.00,2.00,92.00,31.01,0.51,1.00,-1.00,1.00,0.67,0.74
112209.00,2.00,2.00,93.00,41.99,0.52,1.00,1.00,1.00,-0.29,0.96
112209.00,2.00,2.00,94.00,40.00,0.50,1.00,1.00,1.00,-0.22,0.98
112209.00,2.00,2.00,95.00,29.00,0.50,-1.00,-1.00,-1.00,0.84,0.55
112209.00,2.00,2.00,96.00,21.99,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,97.00,40.05,0.49,1.00,1.00,1.00,-0.23,0.97
112209.00,2.00,2.00,98.00,39.01,0.50,1.00,1.00,1.00,-0.19,0.98
112209.00,2.00,2.00,99.00,8.99,0.51,-1.00,-1.00,-1.00,0.54,0.84
112209.00,2.00,2.00,100.00,32.01,0.50,1.00,1.00,1.00,0.34,0.94
112209.00,2.00,2.00,101.00,19.00,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,102.00,47.04,0.49,1.00,1.00,1.00,-0.62,0.78
112209.00,2.00,2.00,103.00,28.98,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,104.00,30.02,0.49,-1.00,1.00,-1.00,0.83,0.56
112209.00,2.00,2.00,105.00,13.99,0.53,-1.00,-1.00,-1.00,0.72,0.69
112209.00,2.00,2.00,106.00,14.00,0.50,-1.00,-1.00,-1.00,0.72,0.69
112209.00,2.00,2.00,107.00,42.98,0.49,1.00,1.00,1.00,-0.36,0.93
112209.00,2.00,2.00,108.00,25.03,0.47,-1.00,-1.00,-1.00,0.83,0.56
112209.00,2.00,2.00,109.00,24.01,0.49,-1.00,-1.00,-1.00,0.80,0.60
112209.00,2.00,2.00,110.00,25.02,0.50,-1.00,-1.00,-1.00,0.83,0.56
112209.00,2.00,2.00,111.00,21.00,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,112.00,32.00,0.50,1.00,-1.00,1.00,0.34,0.94
112209.00,2.00,2.00,113.00,26.98,0.50,-1.00,-1.00,-1.00,0.84,0.55
112209.00,2.00,2.00,114.00,38.00,0.52,1.00,1.00,1.00,-0.10,1.00
112209.00,2.00,2.00,115.00,16.03,0.50,-1.00,-1.00,-1.00,0.75,0.66
112209.00,2.00,2.00,116.00,49.02,0.50,1.00,1.00,1.00,-0.57,0.82
112209.00,2.00,2.00,117.00,41.00,0.50,1.00,1.00,1.00,-0.24,0.97
112209.00,2.00,2.00,118.00,19.00,0.51,-1.00,-1.00,-1.00,0.76,0.65
112209.00,2.00,2.00,119.00,36.97,0.50,1.00,1.00,1.00,-0.01,1.00
112209.00,2.00,2.00,120.00,36.03,0.52,1.00,1.00,1.00,0.02,1.00
112209.00,2.00,2.00,121.00,53.01,0.49,1.00,1.00,1.00,-0.52,0.86
112209.00,2.00,2.00,122.00,50.00,0.51,1.00,1.00,1.00,-0.53,0.85
112209.00,2.00,2.00,123.00,7.03,0.48,-1.00,-1.00,-1.00,0.55,0.84
112209.00,2.00,2.00,124.00,35.01,0.51,1.00,1.00,1.00,0.02,1.00
112209.00,2.00,2.00,125.00,18.00,0.53,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,126.00,24.02,0.50,-1.00,-1.00,-1.00,0.82,0.57
112209.00,2.00,2.00,127.00,14.01,0.52,-1.00,-1.00,-1.00,0.72,0.69
112209.00,2.00,2.00,128.00,12.98,0.51,-1.00,-1.00,-1.00,0.71,0.71
112209.00,2.00,2.00,129.00,38.01,0.49,1.00,1.00,1.00,-0.08,1.00
112209.00,2.00,2.00,130.00,11.02,0.50,-1.00,-1.00,-1.00,0.54,0.84
112209.00,2.00,2.00,131.00,36.00,0.51,1.00,1.00,1.00,0.02,1.00
112209.00,2.00,2.00,132.00,45.00,0.50,1.00,1.00,1.00,-0.53,0.85
112209.00,2.00,2.00,133.00,45.99,0.50,1.00,1.00,1.00,-0.59,0.80
112209.00,2.00,2.00,134.00,40.01,0.51,1.00,1.00,1.00,-0.22,0.98
112209.00,2.00,2.00,135.00,40.99,0.50,1.00,1.00,1.00,-0.24,0.97
112209.00,2.00,2.00,136.00,33.02,0.49,1.00,-1.00,1.00,0.09,1.00
112209.00,2.00,2.00,137.00,41.99,0.52,1.00,1.00,1.00,-0.29,0.96
112209.00,2.00,2.00,138.00,47.98,0.50,1.00,1.00,1.00,-0.61,0.79
112209.00,2.00,2.00,139.00,28.03,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,140.00,24.98,0.48,-1.00,-1.00,-1.00,0.83,0.56
112209.00,2.00,2.00,141.00,26.02,0.52,-1.00,-1.00,-1.00,0.83,0.55
112209.00,2.00,2.00,142.00,42.98,0.51,1.00,1.00,1.00,-0.38,0.92
112209.00,2.00,2.00,143.00,31.99,0.49,1.00,1.00,1.00,0.37,0.93
112209.00,2.00,2.00,144.00,33.00,0.52,1.00,1.00,1.00,0.09,1.00
112209.00,2.00,2.00,145.00,20.99,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,2.00,2.00,146.00,34.02,0.51,1.00,1.00,1.00,0.03,1.00
112209.00,2.00,2.00,147.00,42.98,0.52,1.00,1.00,1.00,-0.36,0.93
112209.00,2.00,2.00,148.00,43.98,0.51,1.00,1.00,1.00,-0.47,0.88
112209.00,2.00,2.00,149.00,22.99,0.50,-1.00,-1.00,-1.00,0.79,0.62
112209.00,2.00,2.00,150.00,30.00,0.51,-1.00,-1.00,-1.00,0.83,0.56
112209.00,2.00,2.00,151.00,44.98,0.50,1.00,1.00,1.00,-0.53,0.85
112209.00,2.00,2.00,152.00,14.99,0.51,-1.00,-1.00,-1.00,0.73,0.68
112209.00,2.00,2.00,153.00,29.97,0.50,-1.00,-1.00,-1.00,0.83,0.56
112209.00,2.00,2.00,154.00,23.98,0.49,-1.00,-1.00,-1.00,0.82,0.58
112209.00,2.00,2.00,155.00,20.00,0.49,-1.00,-1.00,-1.00,0.76,0.65
112209.00,2.00,2.00,156.00,26.00,0.50,-1.00,-1.00,-1.00,0.84,0.55
112209.00,2.00,2.00,157.00,36.99,0.52,1.00,1.00,1.00,0.00,1.00
112209.00,2.00,2.00,158.00,28.97,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,2.00,2.00,159.00,32.02,0.49,1.00,-1.00,1.00,0.34,0.94
112209.00,2.00,2.00,160.00,44.01,0.50,1.00,1.00,1.00,-0.45,0.89
112209.00,3.00,2.00,1.00,44.00,0.51,1.00,1.00,1.00,-0.48,0.88
112209.00,3.00,2.00,2.00,17.99,0.50,-1.00,-1.00,-1.00,0.76,0.65
112209.00,3.00,2.00,3.00,31.00,0.49,1.00,-1.00,1.00,0.68,0.73
112209.00,3.00,2.00,4.00,32.98,0.50,1.00,1.00,1.00,0.10,1.00
112209.00,3.00,2.00,5.00,14.02,0.50,-1.00,-1.00,-1.00,0.72,0.69
112209.00,3.00,2.00,6.00,47.00,0.52,1.00,1.00,1.00,-0.62,0.79
112209.00,3.00,2.00,7.00,27.00,0.52,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,8.00,32.00,0.49,1.00,1.00,1.00,0.35,0.94
112209.00,3.00,2.00,9.00,38.02,0.49,1.00,1.00,1.00,-0.10,1.00
112209.00,3.00,2.00,10.00,15.99,0.52,-1.00,-1.00,-1.00,0.75,0.67
112209.00,3.00,2.00,11.00,6.01,0.51,-1.00,-1.00,-1.00,0.55,0.84
112209.00,3.00,2.00,12.00,49.00,0.50,1.00,1.00,1.00,-0.56,0.83
112209.00,3.00,2.00,13.00,50.99,0.48,1.00,1.00,1.00,-0.52,0.86
112209.00,3.00,2.00,14.00,23.97,0.49,-1.00,-1.00,-1.00,0.81,0.59
112209.00,3.00,2.00,15.00,33.99,0.50,1.00,1.00,1.00,0.03,1.00
112209.00,3.00,2.00,16.00,42.98,0.51,1.00,1.00,1.00,-0.38,0.93
112209.00,3.00,2.00,17.00,36.02,0.50,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,18.00,48.00,0.49,1.00,1.00,1.00,-0.62,0.78
112209.00,3.00,2.00,19.00,27.98,0.51,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,20.00,53.00,0.49,1.00,1.00,1.00,-0.52,0.86
112209.00,3.00,2.00,21.00,44.00,0.50,1.00,1.00,1.00,-0.47,0.89
112209.00,3.00,2.00,22.00,33.00,0.51,1.00,1.00,1.00,0.11,0.99
112209.00,3.00,2.00,23.00,22.04,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,24.00,45.03,0.51,1.00,1.00,1.00,-0.53,0.85
112209.00,3.00,2.00,25.00,44.97,0.50,1.00,1.00,1.00,-0.52,0.86
112209.00,3.00,2.00,26.00,43.00,0.49,1.00,1.00,1.00,-0.39,0.92
112209.00,3.00,2.00,27.00,31.99,0.50,1.00,1.00,1.00,0.33,0.95
112209.00,3.00,2.00,28.00,37.00,0.49,1.00,1.00,1.00,0.01,1.00
112209.00,3.00,2.00,29.00,51.99,0.49,1.00,1.00,1.00,-0.52,0.86
112209.00,3.00,2.00,30.00,26.01,0.50,-1.00,-1.00,-1.00,0.83,0.55
112209.00,3.00,2.00,31.00,15.00,0.50,-1.00,-1.00,-1.00,0.73,0.68
112209.00,3.00,2.00,32.00,27.00,0.52,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,33.00,39.01,0.49,1.00,1.00,1.00,-0.20,0.98
112209.00,3.00,2.00,34.00,15.02,0.51,-1.00,-1.00,-1.00,0.73,0.68
112209.00,3.00,2.00,35.00,8.03,0.49,-1.00,-1.00,-1.00,0.54,0.84
112209.00,3.00,2.00,36.00,37.00,0.50,1.00,1.00,1.00,0.01,1.00
112209.00,3.00,2.00,37.00,25.01,0.51,-1.00,-1.00,-1.00,0.83,0.56
112209.00,3.00,2.00,38.00,12.02,0.49,-1.00,-1.00,-1.00,0.62,0.78
112209.00,3.00,2.00,39.00,34.99,0.51,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,40.00,33.99,0.48,1.00,1.00,1.00,0.03,1.00
112209.00,3.00,2.00,41.00,24.04,0.49,-1.00,-1.00,-1.00,0.81,0.59
112209.00,3.00,2.00,42.00,37.00,0.50,1.00,1.00,1.00,0.00,1.00
112209.00,3.00,2.00,43.00,28.00,0.49,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,44.00,40.97,0.50,1.00,1.00,1.00,-0.24,0.97
112209.00,3.00,2.00,45.00,36.01,0.52,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,46.00,16.98,0.51,-1.00,-1.00,-1.00,0.76,0.65
112209.00,3.00,2.00,47.00,37.00,0.50,1.00,1.00,1.00,0.01,1.00
112209.00,3.00,2.00,48.00,42.00,0.50,1.00,1.00,1.00,-0.29,0.96
112209.00,3.00,2.00,49.00,17.01,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,50.00,23.02,0.51,-1.00,-1.00,-1.00,0.78,0.62
112209.00,3.00,2.00,51.00,31.01,0.49,1.00,-1.00,1.00,0.68,0.73
112209.00,3.00,2.00,52.00,16.01,0.49,-1.00,-1.00,-1.00,0.75,0.66
112209.00,3.00,2.00,53.00,39.04,0.50,1.00,1.00,1.00,-0.19,0.98
112209.00,3.00,2.00,54.00,34.00,0.51,1.00,1.00,1.00,0.04,1.00
112209.00,3.00,2.00,55.00,22.98,0.50,-1.00,-1.00,-1.00,0.79,0.61
112209.00,3.00,2.00,56.00,20.00,0.49,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,57.00,39.01,0.52,1.00,1.00,1.00,-0.20,0.98
112209.00,3.00,2.00,58.00,21.00,0.52,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,59.00,24.97,0.49,-1.00,-1.00,-1.00,0.83,0.55
112209.00,3.00,2.00,60.00,35.98,0.50,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,61.00,14.01,0.51,-1.00,-1.00,-1.00,0.72,0.69
112209.00,3.00,2.00,62.00,12.97,0.49,-1.00,-1.00,-1.00,0.70,0.71
112209.00,3.00,2.00,63.00,27.98,0.49,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,64.00,29.02,0.51,-1.00,1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,65.00,53.99,0.51,1.00,1.00,1.00,-0.52,0.86
112209.00,3.00,2.00,66.00,37.99,0.49,1.00,1.00,1.00,-0.09,1.00
112209.00,3.00,2.00,67.00,31.00,0.51,1.00,1.00,1.00,0.68,0.73
112209.00,3.00,2.00,68.00,39.99,0.50,1.00,1.00,1.00,-0.23,0.97
112209.00,3.00,2.00,69.00,26.98,0.52,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,70.00,17.01,0.53,-1.00,-1.00,-1.00,0.76,0.65
112209.00,3.00,2.00,71.00,32.00,0.50,1.00,1.00,1.00,0.33,0.95
112209.00,3.00,2.00,72.00,27.01,0.49,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,73.00,42.00,0.51,1.00,1.00,1.00,-0.29,0.96
112209.00,3.00,2.00,74.00,23.98,0.49,-1.00,-1.00,-1.00,0.81,0.58
112209.00,3.00,2.00,75.00,41.01,0.49,1.00,1.00,1.00,-0.23,0.97
112209.00,3.00,2.00,76.00,55.01,0.48,1.00,1.00,1.00,-0.52,0.86
112209.00,3.00,2.00,77.00,42.01,0.50,1.00,1.00,1.00,-0.29,0.96
112209.00,3.00,2.00,78.00,20.99,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,79.00,45.98,0.51,1.00,1.00,1.00,-0.60,0.80
112209.00,3.00,2.00,80.00,45.00,0.51,1.00,1.00,1.00,-0.53,0.85
112209.00,3.00,2.00,81.00,29.00,0.48,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,82.00,22.00,0.51,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,83.00,26.00,0.52,-1.00,-1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,84.00,28.02,0.51,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,85.00,49.99,0.48,1.00,1.00,1.00,-0.53,0.85
112209.00,3.00,2.00,86.00,24.01,0.52,-1.00,-1.00,-1.00,0.81,0.58
112209.00,3.00,2.00,87.00,25.99,0.52,-1.00,-1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,88.00,30.00,0.48,-1.00,-1.00,-1.00,0.82,0.57
112209.00,3.00,2.00,89.00,20.99,0.51,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,90.00,10.99,0.50,-1.00,-1.00,-1.00,0.54,0.84
112209.00,3.00,2.00,91.00,31.01,0.51,1.00,-1.00,1.00,0.68,0.74
112209.00,3.00,2.00,92.00,24.98,0.50,-1.00,-1.00,-1.00,0.83,0.55
112209.00,3.00,2.00,93.00,18.02,0.50,-1.00,-1.00,-1.00,0.77,0.63
112209.00,3.00,2.00,94.00,8.98,0.50,-1.00,-1.00,-1.00,0.54,0.84
112209.00,3.00,2.00,95.00,10.03,0.54,-1.00,-1.00,-1.00,0.53,0.85
112209.00,3.00,2.00,96.00,29.99,0.49,-1.00,-1.00,-1.00,0.82,0.58
112209.00,3.00,2.00,97.00,47.00,0.50,1.00,1.00,1.00,-0.62,0.79
112209.00,3.00,2.00,98.00,32.00,0.50,1.00,-1.00,1.00,0.34,0.94
112209.00,3.00,2.00,99.00,24.02,0.52,-1.00,-1.00,-1.00,0.81,0.59
112209.00,3.00,2.00,100.00,30.00,0.50,-1.00,1.00,-1.00,0.82,0.57
112209.00,3.00,2.00,101.00,30.02,0.48,-1.00,-1.00,-1.00,0.83,0.56
112209.00,3.00,2.00,102.00,29.00,0.50,-1.00,1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,103.00,29.03,0.51,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,104.00,22.97,0.50,-1.00,-1.00,-1.00,0.78,0.62
112209.00,3.00,2.00,105.00,44.03,0.49,1.00,1.00,1.00,-0.47,0.89
112209.00,3.00,2.00,106.00,7.00,0.50,-1.00,-1.00,-1.00,0.55,0.84
112209.00,3.00,2.00,107.00,16.03,0.48,-1.00,-1.00,-1.00,0.76,0.65
112209.00,3.00,2.00,108.00,34.99,0.50,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,109.00,20.98,0.48,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,110.00,18.00,0.48,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,111.00,38.97,0.50,1.00,1.00,1.00,-0.19,0.98
112209.00,3.00,2.00,112.00,33.01,0.50,1.00,1.00,1.00,0.11,0.99
112209.00,3.00,2.00,113.00,36.01,0.50,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,114.00,45.98,0.49,1.00,1.00,1.00,-0.60,0.80
112209.00,3.00,2.00,115.00,36.01,0.51,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,116.00,30.00,0.52,-1.00,-1.00,-1.00,0.82,0.57
112209.00,3.00,2.00,117.00,21.99,0.49,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,118.00,33.00,0.51,1.00,1.00,1.00,0.09,1.00
112209.00,3.00,2.00,119.00,20.02,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,120.00,39.99,0.51,1.00,1.00,1.00,-0.22,0.98
112209.00,3.00,2.00,121.00,38.01,0.49,1.00,1.00,1.00,-0.10,1.00
112209.00,3.00,2.00,122.00,26.99,0.51,-1.00,-1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,123.00,35.00,0.49,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,124.00,26.00,0.50,-1.00,-1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,125.00,39.99,0.51,1.00,1.00,1.00,-0.22,0.98
112209.00,3.00,2.00,126.00,31.02,0.49,1.00,1.00,1.00,0.68,0.73
112209.00,3.00,2.00,127.00,15.03,0.51,-1.00,-1.00,-1.00,0.73,0.68
112209.00,3.00,2.00,128.00,35.02,0.49,1.00,1.00,1.00,0.02,1.00
112209.00,3.00,2.00,129.00,25.00,0.50,-1.00,-1.00,-1.00,0.83,0.56
112209.00,3.00,2.00,130.00,22.99,0.51,-1.00,-1.00,-1.00,0.79,0.62
112209.00,3.00,2.00,131.00,37.00,0.49,1.00,1.00,1.00,0.01,1.00
112209.00,3.00,2.00,132.00,24.98,0.53,-1.00,-1.00,-1.00,0.83,0.56
112209.00,3.00,2.00,133.00,27.99,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,134.00,39.03,0.48,1.00,1.00,1.00,-0.20,0.98
112209.00,3.00,2.00,135.00,35.01,0.51,1.00,1.00,1.00,0.01,1.00
112209.00,3.00,2.00,136.00,18.99,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,137.00,14.01,0.50,-1.00,-1.00,-1.00,0.72,0.69
112209.00,3.00,2.00,138.00,32.00,0.49,1.00,-1.00,1.00,0.35,0.94
112209.00,3.00,2.00,139.00,38.02,0.50,1.00,1.00,1.00,-0.08,1.00
112209.00,3.00,2.00,140.00,22.01,0.51,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,141.00,29.04,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,3.00,2.00,142.00,33.98,0.50,1.00,1.00,1.00,0.03,1.00
112209.00,3.00,2.00,143.00,26.00,0.50,-1.00,-1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,144.00,31.01,0.49,1.00,-1.00,1.00,0.66,0.75
112209.00,3.00,2.00,145.00,41.00,0.49,1.00,1.00,1.00,-0.24,0.97
112209.00,3.00,2.00,146.00,32.00,0.51,1.00,1.00,1.00,0.35,0.94
112209.00,3.00,2.00,147.00,30.02,0.51,-1.00,-1.00,-1.00,0.82,0.58
112209.00,3.00,2.00,148.00,23.00,0.49,-1.00,-1.00,-1.00,0.78,0.62
112209.00,3.00,2.00,149.00,38.01,0.51,1.00,1.00,1.00,-0.10,1.00
112209.00,3.00,2.00,150.00,42.99,0.49,1.00,1.00,1.00,-0.38,0.93
112209.00,3.00,2.00,151.00,28.98,0.49,-1.00,-1.00,-1.00,0.84,0.55
112209.00,3.00,2.00,152.00,47.02,0.49,1.00,1.00,1.00,-0.62,0.78
112209.00,3.00,2.00,153.00,32.97,0.51,1.00,1.00,1.00,0.10,1.00
112209.00,3.00,2.00,154.00,33.99,0.50,1.00,1.00,1.00,0.03,1.00
112209.00,3.00,2.00,155.00,21.99,0.49,-1.00,-1.00,-1.00,0.77,0.64
112209.00,3.00,2.00,156.00,19.99,0.51,-1.00,-1.00,-1.00,0.76,0.65
112209.00,3.00,2.00,157.00,19.04,0.52,-1.00,-1.00,-1.00,0.76,0.65
112209.00,3.00,2.00,158.00,40.02,0.49,1.00,1.00,1.00,-0.23,0.97
112209.00,3.00,2.00,159.00,46.02,0.49,1.00,1.00,1.00,-0.59,0.80
112209.00,3.00,2.00,160.00,18.99,0.51,-1.00,-1.00,-1.00,0.76,0.65
112209.00,4.00,2.00,1.00,21.00,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,4.00,2.00,2.00,31.02,0.51,1.00,-1.00,1.00,0.67,0.74
112209.00,4.00,2.00,3.00,31.00,0.50,1.00,1.00,1.00,0.68,0.74
112209.00,4.00,2.00,4.00,28.98,0.50,-1.00,-1.00,-1.00,0.84,0.54
112209.00,4.00,2.00,5.00,17.99,0.48,-1.00,-1.00,-1.00,0.78,0.63
112209.00,4.00,2.00,6.00,16.99,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,4.00,2.00,7.00,25.00,0.51,-1.00,-1.00,-1.00,0.83,0.56
112209.00,4.00,2.00,8.00,22.99,0.51,-1.00,-1.00,-1.00,0.79,0.61
112209.00,4.00,2.00,9.00,24.99,0.50,-1.00,-1.00,-1.00,0.83,0.55
112209.00,4.00,2.00,10.00,31.98,0.50,1.00,1.00,1.00,0.34,0.94
112209.00,4.00,2.00,11.00,32.01,0.49,1.00,1.00,1.00,0.32,0.95
112209.00,4.00,2.00,12.00,32.00,0.52,1.00,1.00,1.00,0.35,0.94
112209.00,4.00,2.00,13.00,27.00,0.48,-1.00,-1.00,-1.00,0.84,0.54
112209.00,4.00,2.00,14.00,16.00,0.50,-1.00,-1.00,-1.00,0.76,0.65
112209.00,4.00,2.00,15.00,45.00,0.50,1.00,1.00,1.00,-0.56,0.83
112209.00,4.00,2.00,16.00,24.99,0.50,-1.00,-1.00,-1.00,0.83,0.56
112209.00,4.00,2.00,17.00,53.03,0.49,1.00,1.00,1.00,-0.52,0.86
112209.00,4.00,2.00,18.00,20.98,0.48,-1.00,-1.00,-1.00,0.77,0.64
112209.00,4.00,2.00,19.00,31.01,0.50,1.00,1.00,1.00,0.68,0.73
112209.00,4.00,2.00,20.00,30.01,0.48,-1.00,1.00,-1.00,0.83,0.56
112209.00,4.00,2.00,21.00,17.99,0.49,-1.00,-1.00,-1.00,0.77,0.64
112209.00,4.00,2.00,22.00,31.01,0.49,1.00,1.00,1.00,0.69,0.72
112209.00,4.00,2.00,23.00,52.00,0.49,1.00,1.00,1.00,-0.52,0.86
112209.00,4.00,2.00,24.00,21.00,0.50,-1.00,-1.00,-1.00,0.77,0.64
112209.00,4.00,2.00,25.00,46.00,0.50,1.00,1.00,1.00,-0.61,0.79
112209.00,4.00,2.00,26.00,33.99,0.50,1.00,1.00,1.00,0.03,1.00
112209.00,4.00,2.00,27.00,29.04,0.51,-1.00,1.00,-1.00,0.84,0.54
112209.00,4.00,2.00,28.00,28.03,0.48,-1.00,-1.00,-1.00,0.84,0.54
112209.00,4.00,2.00,29.00,35.00,0.51,1.00,1.00,1.00,0.02,1.00
112209.00,4.00,2.00,30.00,33.01,0.50,1.00,1.00,1.00,0.10,1.00
112209.00,4.00,2.00,31.00,36.98,0.50,1.00,1.00,1.00,-0.00,1.00
112209.00,4.00,2.00,32.00,37.00,0.50,1.00,1.00,1.00,0.01,1.00
112209.00,4.00,2.00,33.00,34.02,0.53,1.00,1.00,1.00,0.03,1.00
112209.00,4.00,2.00,34.00,39.99,0.50,1.00,1.00,1.00,-0.22,0.98
