subj	session	variance	catAss	ticks	feedType	phase	trial	length	tarCat	respSE	respRT	respACC	move
112108	4	1	1	2	1	1	98	24	A	D	261	0	7
112108	4	1	1	2	1	1	99	29	A	A	317	1	7
112108	4	1	1	2	1	1	100	46	D	A	293	0	7
112108	4	1	1	2	1	1	101	38	D	D	245	1	7
112108	4	1	1	2	1	1	102	46	D	D	229	1	7
112108	4	1	1	2	1	1	103	9	A	D	262	0	7
112108	4	1	1	2	1	1	104	36	D	A	324	0	7
112108	4	1	1	2	1	1	105	17	A	D	301	0	7
112108	4	1	1	2	1	1	106	32	D	A	269	0	7
112108	4	1	1	2	1	1	107	34	D	D	275	1	7
112108	4	1	1	2	1	1	108	42	D	D	324	1	7
112108	4	1	1	2	1	1	109	29	A	D	253	0	7
112108	4	1	1	2	1	1	110	30	D	A	236	0	7
112108	4	1	1	2	1	1	111	16	A	D	284	0	7
112108	4	1	1	2	1	1	112	26	A	A	276	1	7
112108	4	1	1	2	1	1	113	47	A	A	261	1	7
112108	4	1	1	2	1	1	114	20	A	A	315	1	7
112108	4	1	1	2	1	1	115	31	D	A	285	0	7
112108	4	1	1	2	1	1	116	25	D	D	302	1	7
112108	4	1	1	2	1	1	117	33	D	D	420	1	7
112108	4	1	1	2	1	1	118	31	D	A	237	0	7
112108	4	1	1	2	1	1	119	28	A	D	294	0	7
112108	4	1	1	2	1	1	120	29	D	A	316	0	7
112108	4	1	1	2	1	1	121	18	A	D	965	0	7
112108	4	1	1	2	1	1	122	39	A	A	269	1	7
112108	4	1	1	2	1	1	123	37	D	D	325	1	7
112108	4	1	1	2	1	1	124	39	D	A	195	0	7
112108	4	1	1	2	1	1	125	29	D	D	277	1	7
112108	4	1	1	2	1	1	126	29	A	D	302	0	7
112108	4	1	1	2	1	1	127	23	A	A	69	1	7
112108	4	1	1	2	1	1	128	16	D	D	324	1	7
112108	4	1	1	2	1	1	129	34	A	D	308	0	7
112108	4	1	1	2	1	1	130	27	D	A	317	0	7
112108	4	1	1	2	1	1	131	32	D	D	228	1	7
112108	4	1	1	2	1	1	132	35	D	D	260	1	7
112108	4	1	1	2	1	1	133	24	D	D	325	1	7
112108	4	1	1	2	1	1	134	44	D	D	227	1	7
112108	4	1	1	2	1	1	135	17	A	D	313	0	7
112108	4	1	1	2	1	1	136	22	D	A	350	0	7
112108	4	1	1	2	1	1	137	14	D	D	236	1	7
112108	4	1	1	2	1	1	138	18	D	D	350	1	7
112108	4	1	1	2	1	1	139	41	A	D	253	0	7
112108	4	1	1	2	1	1	140	42	A	A	381	1	7
112108	4	1	1	2	1	1	141	8	A	A	213	1	7
112108	4	1	1	2	1	1	142	44	A	A	301	1	7
112108	4	1	1	2	1	1	143	39	A	A	325	1	7
112108	4	1	1	2	1	1	144	48	D	A	293	0	7
112108	4	1	1	2	1	1	145	27	A	D	729	0	7
112108	4	1	1	2	1	1	146	23	A	A	309	1	7
112108	4	1	1	2	1	1	147	23	D	A	284	0	7
112108	4	1	1	2	1	1	148	35	D	D	283	1	7
112108	4	1	1	2	1	1	149	26	D	D	557	1	7
112108	4	1	1	2	1	1	150	36	D	D	460	1	7
112108	4	1	1	2	1	1	151	22	A	A	293	1	7
112108	4	1	1	2	1	1	152	37	D	D	236	1	7
112108	4	1	1	2	1	1	153	30	A	D	292	0	7
112108	4	1	1	2	1	1	154	37	A	A	332	1	7
112108	4	1	1	2	1	1	155	25	A	A	270	1	7
112108	4	1	1	2	1	1	156	30	A	A	263	1	7
112108	4	1	1	2	1	1	157	23	A	A	357	1	7
112108	4	1	1	2	1	1	158	40	D	A	333	0	7
112108	4	1	1	2	1	1	159	46	A	D	741	0	7
112108	4	1	1	2	1	1	160	35	A	A	278	1	7
112108	5	1	1	2	1	1	1	14	A	A	591	1	7
112108	5	1	1	2	1	1	2	37	D	D	324	1	7
112108	5	1	1	2	1	1	3	25	A	A	348	1	7
112108	5	1	1	2	1	1	4	28	D	D	469	1	7
112108	5	1	1	2	1	1	5	20	A	A	333	1	7
112108	5	1	1	2	1	1	6	14	A	A	341	1	7
112108	5	1	1	2	1	1	7	31	A	D	268	0	7
112108	5	1	1	2	1	1	8	44	A	D	484	0	7
112108	5	1	1	2	1	1	9	34	A	A	259	1	7
112108	5	1	1	2	1	1	10	17	A	A	291	1	7
112108	5	1	1	2	1	1	11	43	D	A	308	0	7
112108	5	1	1	2	1	1	12	46	D	D	245	1	7
112108	5	1	1	2	1	1	13	22	D	D	268	1	7
112108	5	1	1	2	1	1	14	9	A	D	260	0	7
112108	5	1	1	2	1	1	15	28	A	A	300	1	7
112108	5	1	1	2	1	1	16	43	D	A	300	0	7
112108	5	1	1	2	1	1	17	36	D	D	268	1	7
112108	5	1	1	2	1	1	18	39	A	D	605	0	7
112108	5	1	1	2	1	1	19	15	A	A	307	1	7
112108	5	1	1	2	1	1	20	36	A	A	356	1	7
112108	5	1	1	2	1	1	21	23	A	A	484	1	7
112108	5	1	1	2	1	1	22	45	D	A	446	0	7
112108	5	1	1	2	1	1	23	18	A	A	684	1	7
112108	5	1	1	2	1	1	24	37	D	A	316	0	7
112108	5	1	1	2	1	1	25	27	A	D	300	0	7
112108	5	1	1	2	1	1	26	32	A	A	188	1	7
112108	5	1	1	2	1	1	27	27	D	A	276	0	7
112108	5	1	1	2	1	1	28	46	D	D	245	1	7
112108	5	1	1	2	1	1	29	38	A	A	437	1	7
112108	5	1	1	2	1	1	30	17	A	A	261	1	7
112108	5	1	1	2	1	1	31	40	D	A	294	0	7
112108	5	1	1	2	1	1	32	12	A	D	444	0	7
112108	5	1	1	2	1	1	33	38	D	A	277	0	7
112108	5	1	1	2	1	1	34	29	A	D	262	0	7
112108	5	1	1	2	1	1	35	24	A	A	252	1	7
112108	5	1	1	2	1	1	36	30	A	A	285	1	7
112108	5	1	1	2	1	1	37	33	A	A	326	1	7
112108	5	1	1	2	1	1	38	54	D	D	428	1	7
112108	5	1	1	2	1	1	39	43	A	D	269	0	7
112108	5	1	1	2	1	1	40	30	D	A	262	0	7
112108	5	1	1	2	1	1	41	27	A	D	356	0	7
112108	5	1	1	2	1	1	42	29	D	A	309	0	7
112108	5	1	1	2	1	1	43	38	D	D	238	1	7
112108	5	1	1	2	1	1	44	25	A	D	412	0	7
112108	5	1	1	2	1	1	45	39	D	D	494	1	7
112108	5	1	1	2	1	1	46	47	A	A	276	1	7
112108	5	1	1	2	1	1	47	24	D	A	429	0	7
112108	5	1	1	2	1	1	48	19	A	D	230	0	7
112108	5	1	1	2	1	1	49	52	D	A	220	0	7
112108	5	1	1	2	1	1	50	15	A	D	205	0	7
112108	5	1	1	2	1	1	51	18	D	A	381	0	7
112108	5	1	1	2	1	1	52	18	A	A	549	1	7
112108	5	1	1	2	1	1	53	40	D	D	518	1	7
112108	5	1	1	2	1	1	54	53	D	D	396	1	7
112108	5	1	1	2	1	1	55	47	D	D	309	1	7
112108	5	1	1	2	1	1	56	39	D	D	262	1	7
112108	5	1	1	2	1	1	57	11	A	A	476	1	7
112108	5	1	1	2	1	1	58	48	D	A	198	0	7
112108	5	1	1	2	1	1	59	25	A	D	238	0	7
112108	5	1	1	2	1	1	60	35	A	A	188	1	7
112108	5	1	1	2	1	1	61	23	A	A	269	1	7
112108	5	1	1	2	1	1	62	16	A	A	302	1	7
112108	5	1	1	2	1	1	63	32	D	D	229	1	7
112108	5	1	1	2	1	1	64	23	D	A	309	0	7
112108	5	1	1	2	1	1	65	22	A	D	148	0	7
112108	5	1	1	2	1	1	66	40	D	A	237	0	7
112108	5	1	1	2	1	1	67	45	D	D	261	1	7
112108	5	1	1	2	1	1	68	28	A	A	340	1	7
112108	5	1	1	2	1	1	69	37	A	D	245	0	7
112108	5	1	1	2	1	1	70	33	D	A	245	0	7
112108	5	1	1	2	1	1	71	31	D	D	180	1	7
112108	5	1	1	2	1	1	72	29	D	A	686	0	7
112108	5	1	1	2	1	1	73	27	A	D	244	0	7
112108	5	1	1	2	1	1	74	26	D	D	332	1	7
112108	5	1	1	2	1	1	75	37	D	D	309	1	7
112108	5	1	1	2	1	1	76	39	D	D	476	1	7
112108	5	1	1	2	1	1	77	25	D	A	398	0	7
112108	5	1	1	2	1	1	78	33	A	D	261	0	7
112108	5	1	1	2	1	1	79	33	D	A	284	0	7
112108	5	1	1	2	1	1	80	35	D	D	244	1	7
112108	5	1	1	2	1	1	81	50	D	D	494	1	7
112108	5	1	1	2	1	1	82	25	D	A	492	0	7
112108	5	1	1	2	1	1	83	32	A	D	262	0	7
112108	5	1	1	2	1	1	84	20	D	A	333	0	7
112108	5	1	1	2	1	1	85	30	D	D	277	1	7
112108	5	1	1	2	1	1	86	32	D	D	246	1	7
112108	5	1	1	2	1	1	87	7	A	A	509	1	7
112108	5	1	1	2	1	1	88	14	D	A	349	0	7
112108	5	1	1	2	1	1	89	30	D	D	308	1	7
112108	5	1	1	2	1	1	90	24	A	D	405	0	7
112108	5	1	1	2	1	1	91	51	D	A	279	0	7
112108	5	1	1	2	1	1	92	27	D	D	236	1	7
112108	5	1	1	2	1	1	93	28	A	D	325	0	7
112108	5	1	1	2	1	1	94	20	A	A	310	1	7
112108	5	1	1	2	1	1	95	16	D	A	548	0	7
112108	5	1	1	2	1	1	96	49	D	D	181	1	7
112108	5	1	1	2	1	1	97	24	A	D	595	0	7
112108	5	1	1	2	1	1	98	26	A	A	317	1	7
112108	5	1	1	2	1	1	99	44	D	A	621	0	7
112108	5	1	1	2	1	1	100	19	D	D	509	1	7
112108	5	1	1	2	1	1	101	19	A	D	388	0	7
112108	5	1	1	2	1	1	102	38	D	A	501	0	7
112108	5	1	1	2	1	1	103	6	A	A	581	1	7
112108	5	1	1	2	1	1	104	47	D	D	589	1	7
112108	5	1	1	2	1	1	105	22	A	D	469	0	7
112108	5	1	1	2	1	1	106	35	D	A	469	0	7
112108	5	1	1	2	1	1	107	45	A	D	894	0	7
112108	5	1	1	2	1	1	108	36	D	A	412	0	7
112108	5	1	1	2	1	1	109	55	D	D	701	1	7
112108	5	1	1	2	1	1	110	28	D	D	564	1	7
112108	5	1	1	2	1	1	111	31	D	D	589	1	7
112108	5	1	1	2	1	1	112	44	D	D	685	1	7
112108	5	1	1	2	1	1	113	36	A	D	668	0	7
112108	5	1	1	2	1	1	114	42	D	D	797	1	7
112108	5	1	1	2	1	1	115	39	A	D	509	0	7
112108	5	1	1	2	1	1	116	23	A	A	300	1	7
112108	5	1	1	2	1	1	117	38	A	D	556	0	7
112108	5	1	1	2	1	1	118	22	D	A	292	0	7
112108	5	1	1	2	1	1	119	35	A	D	261	0	7
112108	5	1	1	2	1	1	120	21	A	A	285	1	7
112108	5	1	1	2	1	1	121	17	D	A	492	0	7
112108	5	1	1	2	1	1	122	31	A	D	237	0	7
112108	5	1	1	2	1	1	123	10	A	A	293	1	7
112108	5	1	1	2	1	1	124	23	D	A	525	0	7
112108	5	1	1	2	1	1	125	34	D	D	268	1	7
112108	5	1	1	2	1	1	126	26	A	D	652	0	7
112108	5	1	1	2	1	1	127	26	D	A	468	0	7
112108	5	1	1	2	1	1	128	26	A	D	317	0	7
112108	5	1	1	2	1	1	129	37	A	A	300	1	7
112108	5	1	1	2	1	1	130	31	A	A	468	1	7
112108	5	1	1	2	1	1	131	36	D	A	492	0	7
112108	5	1	1	2	1	1	132	46	A	D	253	0	7
112108	5	1	1	2	1	1	133	41	A	A	270	1	7
112108	5	1	1	2	1	1	134	29	A	A	639	1	7
112108	5	1	1	2	1	1	135	29	A	A	533	1	7
112108	5	1	1	2	1	1	136	31	D	A	391	0	7
112108	5	1	1	2	1	1	137	24	D	D	276	1	7
112108	5	1	1	2	1	1	138	30	A	D	301	0	7
112108	5	1	1	2	1	1	139	41	D	A	318	0	7
112108	5	1	1	2	1	1	140	16	A	A	644	1	7
112108	5	1	1	2	1	1	141	35	D	D	525	1	7
112108	5	1	1	2	1	1	142	34	D	D	477	1	7
112108	5	1	1	2	1	1	143	21	A	A	597	1	7
112108	5	1	1	2	1	1	144	8	A	A	437	1	7
112108	5	1	1	2	1	1	145	34	D	D	573	1	7
112108	5	1	1	2	1	1	146	42	D	D	397	1	7
112108	5	1	1	2	1	1	147	33	D	D	413	1	7
112108	5	1	1	2	1	1	148	22	A	A	614	1	7
112108	5	1	1	2	1	1	149	21	A	A	548	1	7
112108	5	1	1	2	1	1	150	15	D	A	486	0	7
112108	5	1	1	2	1	1	151	40	A	D	483	0	7
112108	5	1	1	2	1	1	152	32	A	A	533	1	7
112108	5	1	1	2	1	1	153	32	D	A	573	0	7
112108	5	1	1	2	1	1	154	41	D	D	286	1	7
112108	5	1	1	2	1	1	155	34	A	D	372	0	7
112108	5	1	1	2	1	1	156	29	D	A	317	0	7
112108	5	1	1	2	1	1	157	30	A	D	302	0	7
112108	5	1	1	2	1	1	158	21	D	A	277	0	7
112108	5	1	1	2	1	1	159	13	A	D	261	0	7
112108	5	1	1	2	1	1	160	42	A	A	381	1	7
112109	1	1	1	2	1	1	1	15	D	A	647	0	12
112109	1	1	1	2	1	1	2	47	A	D	342	0	12
112109	1	1	1	2	1	1	3	32	A	D	732	0	12
112109	1	1	1	2	1	1	4	18	D	A	773	0	12
112109	1	1	1	2	1	1	5	35	D	D	789	1	12
112109	1	1	1	2	1	1	6	50	D	A	1718	0	12
112109	1	1	1	2	1	1	7	30	D	D	741	1	12
112109	1	1	1	2	1	1	8	37	D	A	605	0	12
112109	1	1	1	2	1	1	9	36	D	D	590	1	12
112109	1	1	1	2	1	1	10	13	A	D	709	0	12
112109	1	1	1	2	1	1	11	40	D	D	477	1	12
112109	1	1	1	2	1	1	12	36	A	D	341	0	12
112109	1	1	1	2	1	1	13	45	D	A	645	0	12
112109	1	1	1	2	1	1	14	30	D	A	510	0	12
112109	1	1	1	2	1	1	15	26	A	A	476	1	12
112109	1	1	1	2	1	1	16	33	A	A	565	1	12
112109	1	1	1	2	1	1	17	35	D	A	692	0	12
112109	1	1	1	2	1	1	18	29	A	A	597	1	12
112109	1	1	1	2	1	1	19	45	A	D	582	0	12
112109	1	1	1	2	1	1	20	34	D	D	435	1	12
112109	1	1	1	2	1	1	21	23	A	A	518	1	12
112109	1	1	1	2	1	1	22	35	A	A	556	1	12
112109	1	1	1	2	1	1	23	54	D	A	813	0	12
112109	1	1	1	2	1	1	24	55	D	D	780	1	12
112109	1	1	1	2	1	1	25	14	D	D	773	1	12
112109	1	1	1	2	1	1	26	35	A	A	475	1	12
112109	1	1	1	2	1	1	27	43	D	D	597	1	12
112109	1	1	1	2	1	1	28	42	A	D	509	0	12
112109	1	1	1	2	1	1	29	41	D	D	701	1	12
112109	1	1	1	2	1	1	30	30	D	A	654	0	12
112109	1	1	1	2	1	1	31	36	D	D	715	1	12
112109	1	1	1	2	1	1	32	29	D	A	657	0	12
112109	1	1	1	2	1	1	33	11	A	A	732	1	12
112109	1	1	1	2	1	1	34	39	D	D	813	1	12
112109	1	1	1	2	1	1	35	31	D	A	644	0	12
112109	1	1	1	2	1	1	36	28	A	D	686	0	12
112109	1	1	1	2	1	1	37	37	A	D	494	0	12
112109	1	1	1	2	1	1	38	32	D	D	652	1	12
112109	1	1	1	2	1	1	39	34	D	D	557	1	12
112109	1	1	1	2	1	1	40	8	A	A	557	1	12
112109	1	1	1	2	1	1	41	20	D	D	485	1	12
112109	1	1	1	2	1	1	42	29	D	D	725	1	12
112109	1	1	1	2	1	1	43	24	D	D	661	1	12
112109	1	1	1	2	1	1	44	49	D	A	509	0	12
112109	1	1	1	2	1	1	45	37	D	D	599	1	12
112109	1	1	1	2	1	1	46	21	D	A	620	0	12
112109	1	1	1	2	1	1	47	53	D	D	821	1	12
112109	1	1	1	2	1	1	48	32	A	D	924	0	12
112109	1	1	1	2	1	1	49	24	A	A	934	1	12
112109	1	1	1	2	1	1	50	14	A	A	694	1	12
112109	1	1	1	2	1	1	51	43	D	D	806	1	12
112109	1	1	1	2	1	1	52	25	A	A	595	1	12
112109	1	1	1	2	1	1	53	52	D	D	541	1	12
112109	1	1	1	2	1	1	54	44	D	D	621	1	12
112109	1	1	1	2	1	1	55	25	D	A	493	0	12
112109	1	1	1	2	1	1	56	39	D	D	517	1	12
112109	1	1	1	2	1	1	57	20	A	A	373	1	12
112109	1	1	1	2	1	1	58	26	D	D	750	1	12
112109	1	1	1	2	1	1	59	42	D	D	468	1	12
112109	1	1	1	2	1	1	60	28	D	D	789	1	12
112109	1	1	1	2	1	1	61	9	A	A	437	1	12
112109	1	1	1	2	1	1	62	27	A	D	597	0	12
112109	1	1	1	2	1	1	63	7	A	A	493	1	12
112109	1	1	1	2	1	1	64	21	A	A	652	1	12
112109	1	1	1	2	1	1	65	10	A	A	373	1	12
112109	1	1	1	2	1	1	66	33	D	D	612	1	12
112109	1	1	1	2	1	1	67	18	A	A	533	1	12
112109	1	1	1	2	1	1	68	16	D	A	429	0	12
112109	1	1	1	2	1	1	69	25	A	D	637	0	12
112109	1	1	1	2	1	1	70	28	A	D	734	0	12
112109	1	1	1	2	1	1	71	31	D	A	814	0	12
112109	1	1	1	2	1	1	72	27	D	D	643	1	12
112109	1	1	1	2	1	1	73	38	A	D	463	0	12
112109	1	1	1	2	1	1	74	29	D	D	861	1	12
112109	1	1	1	2	1	1	75	33	D	D	572	1	12
112109	1	1	1	2	1	1	76	17	A	A	669	1	12
112109	1	1	1	2	1	1	77	27	D	D	973	1	12
112109	1	1	1	2	1	1	78	46	D	D	925	1	12
112109	1	1	1	2	1	1	79	24	A	A	622	1	12
112109	1	1	1	2	1	1	80	14	A	A	533	1	12
112109	1	1	1	2	1	1	81	23	D	A	765	0	12
112109	1	1	1	2	1	1	82	39	D	D	406	1	12
112109	1	1	1	2	1	1	83	43	A	D	459	0	12
112109	1	1	1	2	1	1	84	31	A	D	589	0	12
112109	1	1	1	2	1	1	85	15	A	A	541	1	12
112109	1	1	1	2	1	1	86	17	D	A	646	0	12
112109	1	1	1	2	1	1	87	42	D	D	484	1	12
112109	1	1	1	2	1	1	88	25	D	D	1029	1	12
112109	1	1	1	2	1	1	89	22	A	A	486	1	12
112109	1	1	1	2	1	1	90	38	D	D	509	1	12
112109	1	1	1	2	1	1	91	51	D	D	493	1	12
112109	1	1	1	2	1	1	92	26	A	D	718	0	12
112109	1	1	1	2	1	1	93	46	A	D	964	0	12
112109	1	1	1	2	1	1	94	44	A	D	765	0	12
112109	1	1	1	2	1	1	95	38	D	D	605	1	12
112109	1	1	1	2	1	1	96	27	A	D	1181	0	12
112109	1	1	1	2	1	1	97	39	A	D	558	0	12
112109	1	1	1	2	1	1	98	28	D	D	1557	1	12
112109	1	1	1	2	1	1	99	36	D	D	861	1	12
112109	1	1	1	2	1	1	100	30	A	D	653	0	12
112109	1	1	1	2	1	1	101	39	A	D	517	0	12
112109	1	1	1	2	1	1	102	21	A	A	533	1	12
112109	1	1	1	2	1	1	103	38	A	D	461	0	12
112109	1	1	1	2	1	1	104	19	D	A	460	0	12
112109	1	1	1	2	1	1	105	18	A	A	524	1	12
112109	1	1	1	2	1	1	106	47	D	D	477	1	12
112109	1	1	1	2	1	1	107	22	A	D	973	0	12
112109	1	1	1	2	1	1	108	40	D	D	2116	1	12
112109	1	1	1	2	1	1	109	32	D	D	565	1	12
112109	1	1	1	2	1	1	110	40	A	D	421	0	12
112109	1	1	1	2	1	1	111	12	A	A	549	1	12
112109	1	1	1	2	1	1	112	27	A	D	581	0	12
112109	1	1	1	2	1	1	113	44	D	D	461	1	12
112109	1	1	1	2	1	1	114	15	A	A	380	1	12
112109	1	1	1	2	1	1	115	22	A	A	453	1	12
112109	1	1	1	2	1	1	116	26	D	A	644	0	12
112109	1	1	1	2	1	1	117	22	D	D	581	1	12
112109	1	1	1	2	1	1	118	24	D	D	1477	1	12
112109	1	1	1	2	1	1	119	16	A	D	588	0	12
112109	1	1	1	2	1	1	120	16	A	A	621	1	12
112109	1	1	1	2	1	1	121	22	D	D	652	1	12
112109	1	1	1	2	1	1	122	29	A	D	516	0	12
112109	1	1	1	2	1	1	123	38	D	D	390	1	12
112109	1	1	1	2	1	1	124	31	D	D	621	1	12
112109	1	1	1	2	1	1	125	37	A	D	925	0	12
112109	1	1	1	2	1	1	126	29	A	D	429	0	12
112109	1	1	1	2	1	1	127	28	A	A	397	1	12
112109	1	1	1	2	1	1	128	41	D	A	285	0	12
112109	1	1	1	2	1	1	129	25	A	D	525	0	12
112109	1	1	1	2	1	1	130	45	D	D	333	1	12
112109	1	1	1	2	1	1	131	20	A	D	934	0	12
112109	1	1	1	2	1	1	132	17	A	A	317	1	12
112109	1	1	1	2	1	1	133	34	A	D	1102	0	12
112109	1	1	1	2	1	1	134	46	D	D	596	1	12
112109	1	1	1	2	1	1	135	23	A	D	517	0	12
112109	1	1	1	2	1	1	136	32	D	D	709	1	12
112109	1	1	1	2	1	1	137	30	A	A	861	1	12
112109	1	1	1	2	1	1	138	6	A	A	1981	1	12
112109	1	1	1	2	1	1	139	31	A	D	437	0	12
112109	1	1	1	2	1	1	140	34	A	D	2149	0	12
112109	1	1	1	2	1	1	141	33	A	D	1716	0	12
112109	1	1	1	2	1	1	142	34	D	D	1798	1	12
112109	1	1	1	2	1	1	143	19	A	D	2748	0	12
112109	1	1	1	2	1	1	144	41	A	D	493	0	12
112109	1	1	1	2	1	1	145	35	D	D	533	1	12
112109	1	1	1	2	1	1	146	31	A	A	477	1	12
112109	1	1	1	2	1	1	147	23	A	D	638	0	12
112109	1	1	1	2	1	1	148	19	A	A	596	1	12
112109	1	1	1	2	1	1	149	21	A	A	421	1	12
112109	1	1	1	2	1	1	150	26	A	A	396	1	12
112109	1	1	1	2	1	1	151	47	D	D	509	1	12
112109	1	1	1	2	1	1	152	40	D	D	893	1	12
112109	1	1	1	2	1	1	153	37	D	D	997	1	12
112109	1	1	1	2	1	1	154	33	D	D	508	1	12
112109	1	1	1	2	1	1	155	32	A	D	876	0	12
112109	1	1	1	2	1	1	156	24	A	A	1333	1	12
112109	1	1	1	2	1	1	157	23	D	D	924	1	12
112109	1	1	1	2	1	1	158	48	D	D	900	1	12
112109	1	1	1	2	1	1	159	30	A	D	3253	0	12
112109	1	1	1	2	1	1	160	36	A	D	475	0	12
112109	2	1	1	2	1	1	1	45	A	D	550	0	12
112109	2	1	1	2	1	1	2	20	A	A	651	1	12
112109	2	1	1	2	1	1	3	41	A	D	502	0	12
112109	2	1	1	2	1	1	4	34	D	A	691	0	12
112109	2	1	1	2	1	1	5	27	A	A	637	1	12
112109	2	1	1	2	1	1	6	22	D	A	510	0	12
112109	2	1	1	2	1	1	7	29	D	A	307	0	12
112109	2	1	1	2	1	1	8	32	D	A	420	0	12
112109	2	1	1	2	1	1	9	8	A	A	653	1	12
112109	2	1	1	2	1	1	10	19	A	A	989	1	12
112109	2	1	1	2	1	1	11	25	A	A	510	1	12
112109	2	1	1	2	1	1	12	26	D	D	563	1	12
112109	2	1	1	2	1	1	13	40	A	D	453	0	12
112109	2	1	1	2	1	1	14	23	D	D	972	1	12
112109	2	1	1	2	1	1	15	32	A	A	595	1	12
112109	2	1	1	2	1	1	16	27	D	D	629	1	12
112109	2	1	1	2	1	1	17	33	D	A	781	0	12
112109	2	1	1	2	1	1	18	14	D	D	829	1	12
112109	2	1	1	2	1	1	19	39	D	A	910	0	12
112109	2	1	1	2	1	1	20	29	D	A	829	0	12
112109	2	1	1	2	1	1	21	37	A	A	477	1	12
112109	2	1	1	2	1	1	22	34	A	D	782	0	12
112109	2	1	1	2	1	1	23	32	D	A	637	0	12
112109	2	1	1	2	1	1	24	9	A	A	693	1	12
112109	2	1	1	2	1	1	25	31	A	A	893	1	12
112109	2	1	1	2	1	1	26	7	A	D	1093	0	12
112109	2	1	1	2	1	1	27	18	A	A	661	1	12
112109	2	1	1	2	1	1	28	43	D	D	782	1	12
112109	2	1	1	2	1	1	29	15	A	A	461	1	12
112109	2	1	1	2	1	1	30	16	A	A	581	1	12
112109	2	1	1	2	1	1	31	31	A	A	541	1	12
112109	2	1	1	2	1	1	32	34	A	D	949	0	12
112109	2	1	1	2	1	1	33	24	A	A	326	1	12
112109	2	1	1	2	1	1	34	16	A	A	364	1	12
112109	2	1	1	2	1	1	35	40	D	D	789	1	12
112109	2	1	1	2	1	1	36	30	D	A	461	0	12
112109	2	1	1	2	1	1	37	44	D	D	709	1	12
112109	2	1	1	2	1	1	38	22	A	A	430	1	12
112109	2	1	1	2	1	1	39	18	D	A	372	0	12
112109	2	1	1	2	1	1	40	30	D	A	717	0	12
112109	2	1	1	2	1	1	41	18	A	A	556	1	12
112109	2	1	1	2	1	1	42	19	A	A	493	1	12
112109	2	1	1	2	1	1	43	17	A	A	333	1	12
112109	2	1	1	2	1	1	44	11	A	A	302	1	12
112109	2	1	1	2	1	1	45	38	D	D	492	1	12
112109	2	1	1	2	1	1	46	6	A	A	534	1	12
112109	2	1	1	2	1	1	47	37	A	D	548	0	12
112109	2	1	1	2	1	1	48	44	A	D	542	0	12
112109	2	1	1	2	1	1	49	30	A	A	501	1	12
112109	2	1	1	2	1	1	50	25	A	A	485	1	12
112109	2	1	1	2	1	1	51	37	D	D	381	1	12
112109	2	1	1	2	1	1	52	21	D	A	358	0	12
112109	2	1	1	2	1	1	53	20	D	A	388	0	12
112109	2	1	1	2	1	1	54	24	D	A	518	0	12
112109	2	1	1	2	1	1	55	33	D	D	388	1	12
112109	2	1	1	2	1	1	56	53	D	D	429	1	12
112109	2	1	1	2	1	1	57	15	A	A	413	1	12
112109	2	1	1	2	1	1	58	35	D	D	597	1	12
112109	2	1	1	2	1	1	59	23	D	A	444	0	12
112109	2	1	1	2	1	1	60	52	D	D	573	1	12
112109	2	1	1	2	1	1	61	19	D	A	452	0	12
112109	2	1	1	2	1	1	62	21	A	A	557	1	12
112109	2	1	1	2	1	1	63	35	D	D	852	1	12
112109	2	1	1	2	1	1	64	22	D	A	547	0	12
112109	2	1	1	2	1	1	65	47	D	D	308	1	12
112109	2	1	1	2	1	1	66	46	A	D	541	0	12
112109	2	1	1	2	1	1	67	29	D	A	436	0	12
112109	2	1	1	2	1	1	68	23	A	A	405	1	12
112109	2	1	1	2	1	1	69	38	A	D	372	0	12
112109	2	1	1	2	1	1	70	38	D	A	357	0	12
112109	2	1	1	2	1	1	71	26	A	A	389	1	12
112109	2	1	1	2	1	1	72	17	D	A	533	0	12
112109	2	1	1	2	1	1	73	41	D	D	556	1	12
112109	2	1	1	2	1	1	74	37	D	D	341	1	12
112109	2	1	1	2	1	1	75	38	D	D	339	1	12
112109	2	1	1	2	1	1	76	28	A	A	364	1	12
112109	2	1	1	2	1	1	77	24	A	A	309	1	12
112109	2	1	1	2	1	1	78	40	D	D	605	1	12
112109	2	1	1	2	1	1	79	21	A	A	398	1	12
112109	2	1	1	2	1	1	80	28	A	A	453	1	12
112109	2	1	1	2	1	1	81	29	A	A	463	1	12
112109	2	1	1	2	1	1	82	32	D	A	676	0	12
112109	2	1	1	2	1	1	83	20	A	A	486	1	12
112109	2	1	1	2	1	1	84	54	D	D	517	1	12
112109	2	1	1	2	1	1	85	23	A	A	453	1	12
112109	2	1	1	2	1	1	86	39	A	D	582	0	12
112109	2	1	1	2	1	1	87	24	A	A	540	1	12
112109	2	1	1	2	1	1	88	13	A	A	382	1	12
112109	2	1	1	2	1	1	89	39	A	A	700	1	12
112109	2	1	1	2	1	1	90	36	A	A	343	1	12
112109	2	1	1	2	1	1	91	48	D	D	276	1	12
112109	2	1	1	2	1	1	92	32	A	A	575	1	12
112109	2	1	1	2	1	1	93	31	D	A	387	0	12
112109	2	1	1	2	1	1	94	40	D	D	253	1	12
112109	2	1	1	2	1	1	95	26	D	A	302	0	12
112109	2	1	1	2	1	1	96	46	D	D	508	1	12
112109	2	1	1	2	1	1	97	43	D	D	430	1	12
