subj	variance	catAss	ticks	feedType	feedAmount	phase	trial	length	tarCat	respSE	respRT	respACC	move
1221110	1	2	2	1	1	1	35	29	D	D	1379	1	17
1221110	1	2	2	1	1	1	36	17	D	D	716	1	17
1221110	1	2	2	1	1	1	37	40	A	D	1163	0	17
1221110	1	2	2	1	1	1	38	45	A	A	1123	1	17
1221110	1	2	2	1	1	1	39	30	D	A	691	0	17
1221110	1	2	2	1	1	1	40	41	D	A	924	0	17
1221110	1	2	2	1	1	1	41	24	D	D	1076	1	17
1221110	1	2	2	1	1	1	42	35	D	A	619	0	17
1221110	1	2	2	1	1	1	43	31	D	A	898	0	17
1221110	1	2	2	1	1	1	44	29	A	D	739	0	17
1221110	1	2	2	1	1	1	45	31	D	A	859	0	17
1221110	1	2	2	1	1	1	46	14	D	D	852	1	17
1221110	1	2	2	1	1	1	47	23	D	D	652	1	17
1221110	1	2	2	1	1	1	48	27	A	D	2682	0	17
1221110	1	2	2	1	1	1	49	37	A	A	619	1	17
1221110	1	2	2	1	1	1	50	30	A	A	643	1	17
1221110	1	2	2	1	1	1	51	47	A	A	900	1	17
1221110	1	2	2	1	1	1	52	15	D	D	699	1	17
1221110	1	2	2	1	1	1	53	46	D	A	716	0	17
1221110	1	2	2	1	1	1	54	26	A	D	780	0	17
1221110	1	2	2	1	1	1	55	30	D	A	764	0	17
1221110	1	2	2	1	1	1	56	28	D	A	1212	0	17
1221110	1	2	2	1	1	1	57	55	A	A	731	1	17
1221110	1	2	2	1	1	1	58	37	A	A	683	1	17
1221110	1	2	2	1	1	1	59	11	D	D	643	1	17
1221110	1	2	2	1	1	1	60	28	D	D	508	1	17
1221110	1	2	2	1	1	1	61	26	A	D	627	0	17
1221110	1	2	2	1	1	1	62	29	A	A	1667	1	17
1221110	1	2	2	1	1	1	63	18	D	D	803	1	17
1221110	1	2	2	1	1	1	64	8	D	D	611	1	17
1221110	1	2	2	1	1	1	65	20	D	D	867	1	17
1221110	1	2	2	1	1	1	66	28	A	A	1403	1	17
1221110	1	2	2	1	1	1	67	28	A	D	1155	0	17
1221110	1	2	2	1	1	1	68	22	D	A	1043	0	17
1221110	1	2	2	1	1	1	69	12	D	D	667	1	17
1221110	1	2	2	1	1	1	70	35	A	A	899	1	17
1221110	1	2	2	1	1	1	71	35	A	A	1012	1	17
1221110	1	2	2	1	1	1	72	45	A	A	1052	1	17
1221110	1	2	2	1	1	1	73	21	D	D	620	1	17
1221110	1	2	2	1	1	1	74	37	D	A	756	0	17
1221110	1	2	2	1	1	1	75	20	A	A	939	1	17
1221110	1	2	2	1	1	1	76	43	A	A	1315	1	17
1221110	1	2	2	1	1	1	77	27	D	D	683	1	17
1221110	1	2	2	1	1	1	78	15	A	D	755	0	17
1221110	1	2	2	1	1	1	79	43	D	A	347	0	17
1221110	1	2	2	1	1	1	80	36	D	A	883	0	17
1221110	1	2	2	1	1	1	81	17	A	D	452	0	17
1221110	1	2	2	1	1	1	82	16	A	D	587	0	17
1221110	1	2	2	1	1	1	83	42	A	A	547	1	17
1221110	1	2	2	1	1	1	84	29	A	A	619	1	17
1221110	1	2	2	1	1	1	85	14	D	D	508	1	17
1221110	1	2	2	1	1	1	86	25	D	D	1547	1	17
1221110	1	2	2	1	1	1	87	33	D	A	859	0	17
1221110	1	2	2	1	1	1	88	17	D	D	1243	1	17
1221110	1	2	2	1	1	1	89	40	A	A	523	1	17
1221110	1	2	2	1	1	1	90	27	D	A	659	0	17
1221110	1	2	2	1	1	1	91	47	A	A	554	1	17
1221110	1	2	2	1	1	1	92	21	D	D	819	1	17
1221110	1	2	2	1	1	1	93	40	A	A	692	1	17
1221110	1	2	2	1	1	1	94	30	A	A	747	1	17
1221110	1	2	2	1	1	1	95	43	A	A	692	1	17
1221110	1	2	2	1	1	1	96	9	D	D	524	1	17
1221110	1	2	2	1	1	1	97	32	D	A	780	0	17
1221110	1	2	2	1	1	1	98	24	A	D	1179	0	17
1221110	1	2	2	1	1	1	99	34	D	A	515	0	17
1221110	1	2	2	1	1	1	100	19	D	D	940	1	17
1221110	1	2	2	1	1	1	101	44	A	A	915	1	17
1221110	1	2	2	1	1	1	102	47	D	A	804	0	17
1221110	1	2	2	1	1	1	103	53	A	A	668	1	17
1221110	1	2	2	1	1	1	104	16	D	D	484	1	17
1221110	1	2	2	1	1	1	105	25	A	D	1252	0	17
1221110	1	2	2	1	1	1	106	46	A	A	1203	1	17
1221110	1	2	2	1	1	1	107	26	D	D	1219	1	17
1221110	1	2	2	1	1	1	108	15	D	D	1003	1	17
1221110	1	2	2	1	1	1	109	54	A	A	1098	1	17
1221110	1	2	2	1	1	1	110	48	A	A	603	1	17
1221110	1	2	2	1	1	1	111	51	A	A	515	1	17
1221110	1	2	2	1	1	1	112	25	D	D	1011	1	17
1221110	1	2	2	1	1	1	113	14	A	D	1124	0	17
1221110	1	2	2	1	1	1	114	16	D	D	1323	1	17
1221110	1	2	2	1	1	1	115	20	D	D	692	1	17
1221110	1	2	2	1	1	1	116	37	A	A	1164	1	17
1221110	1	2	2	1	1	1	117	33	A	A	556	1	17
1221110	1	2	2	1	1	1	118	37	D	A	556	0	17
1221110	1	2	2	1	1	1	119	40	D	A	523	0	17
1221110	1	2	2	1	1	1	120	18	A	D	1051	0	17
1221110	1	2	2	1	1	1	121	27	A	A	779	1	17
1221110	1	2	2	1	1	1	122	32	D	D	1563	1	17
1221110	1	2	2	1	1	1	123	30	D	D	1259	1	17
1221110	1	2	2	1	1	1	124	42	D	D	859	1	17
1221110	1	2	2	1	1	1	125	38	A	D	723	0	17
1221110	1	2	2	1	1	1	126	33	A	A	539	1	17
1221110	1	2	2	1	1	1	127	29	D	A	699	0	17
1221110	1	2	2	1	1	1	128	45	D	A	691	0	17
1221110	1	2	2	1	1	1	129	13	D	A	1155	0	17
1221110	1	2	2	1	1	1	130	23	A	D	619	0	17
1221110	1	2	2	1	1	1	131	39	A	A	947	1	17
1221110	1	2	2	1	1	1	132	31	A	A	1195	1	17
1221110	1	2	2	1	1	1	133	36	A	A	596	1	17
1221110	1	2	2	1	1	1	134	22	A	D	595	0	17
1221110	1	2	2	1	1	1	135	23	D	A	659	0	17
1221110	1	2	2	1	1	1	136	24	A	D	739	0	17
1221110	1	2	2	1	1	1	137	29	D	A	684	0	17
1221110	1	2	2	1	1	1	138	23	D	D	3828	1	17
1221110	1	2	2	1	1	1	139	49	A	A	2148	1	17
1221110	1	2	2	1	1	1	140	24	D	A	2043	0	17
1221110	1	2	2	1	1	1	141	33	A	A	532	1	17
1221110	1	2	2	1	1	1	142	52	A	A	554	1	17
1221110	1	2	2	1	1	1	143	41	A	A	755	1	17
1221110	1	2	2	1	1	1	144	32	A	A	668	1	17
1221110	1	2	2	1	1	1	145	31	A	A	420	1	17
1221110	1	2	2	1	1	1	146	34	A	A	539	1	17
1221110	1	2	2	1	1	1	147	7	D	D	2563	1	17
1221110	1	2	2	1	1	1	148	34	D	A	1234	0	17
1221110	1	2	2	1	1	1	149	38	A	A	931	1	17
1221110	1	2	2	1	1	1	150	21	A	D	1307	0	17
1221110	1	2	2	1	1	1	151	38	D	A	1612	0	17
1221110	1	2	2	1	1	1	152	27	D	A	1364	0	17
1221110	1	2	2	1	1	1	153	30	A	D	675	0	17
1221110	1	2	2	1	1	1	154	25	D	A	1380	0	17
1221110	1	2	2	1	1	1	155	26	D	A	1163	0	17
1221110	1	2	2	1	1	1	156	10	D	D	1091	1	17
1221110	1	2	2	1	1	1	157	44	A	A	859	1	17
1221110	1	2	2	1	1	1	158	18	D	D	1148	1	17
1221110	1	2	2	1	1	1	159	38	D	A	1115	0	17
1221110	1	2	2	1	1	1	160	33	D	D	811	1	17
1221115	1	2	2	1	1	1	1	19	D	D	5521	1	1
1221115	1	2	2	1	1	1	2	7	D	A	1020	0	1
1221115	1	2	2	1	1	1	3	28	A	A	2772	1	1
1221115	1	2	2	1	1	1	4	39	A	D	3371	0	1
1221115	1	2	2	1	1	1	5	24	D	D	810	1	1
1221115	1	2	2	1	1	1	6	30	D	A	796	0	1
1221115	1	2	2	1	1	1	7	34	A	D	869	0	1
1221115	1	2	2	1	1	1	8	35	A	A	948	1	1
1221115	1	2	2	1	1	1	9	32	D	D	1075	1	1
1221115	1	2	2	1	1	1	10	32	D	D	1068	1	1
1221115	1	2	2	1	1	1	11	37	A	D	1036	0	1
1221115	1	2	2	1	1	1	12	28	D	A	1237	0	1
1221115	1	2	2	1	1	1	13	25	A	A	867	1	1
1221115	1	2	2	1	1	1	14	27	D	A	987	0	1
1221115	1	2	2	1	1	1	15	28	A	D	1194	0	1
1221115	1	2	2	1	1	1	16	22	D	A	1484	0	1
1221115	1	2	2	1	1	1	17	38	A	D	979	0	1
1221115	1	2	2	1	1	1	18	31	A	A	650	1	1
1221115	1	2	2	1	1	1	19	8	D	A	708	0	1
1221115	1	2	2	1	1	1	20	34	D	D	1026	1	1
1221115	1	2	2	1	1	1	21	30	A	D	604	0	1
1221115	1	2	2	1	1	1	22	33	A	A	1371	1	1
1221115	1	2	2	1	1	1	23	53	A	D	708	0	1
1221115	1	2	2	1	1	1	24	14	D	A	1708	0	1
1221115	1	2	2	1	1	1	25	41	D	D	716	1	1
1221115	1	2	2	1	1	1	26	32	D	A	693	0	1
1221115	1	2	2	1	1	1	27	29	D	A	428	0	1
1221115	1	2	2	1	1	1	28	35	A	D	412	0	1
1221115	1	2	2	1	1	1	29	20	D	A	443	0	1
1221115	1	2	2	1	1	1	30	30	A	D	468	0	1
1221115	1	2	2	1	1	1	31	28	D	A	467	0	1
1221115	1	2	2	1	1	1	32	25	D	D	340	1	1
1221115	1	2	2	1	1	1	33	47	D	A	787	0	1
1221115	1	2	2	1	1	1	34	23	A	A	587	1	1
1221115	1	2	2	1	1	1	35	15	D	A	644	0	1
1221115	1	2	2	1	1	1	36	10	D	A	980	0	1
1221115	1	2	2	1	1	1	37	29	A	A	754	1	1
1221115	1	2	2	1	1	1	38	14	A	D	619	0	1
1221115	1	2	2	1	1	1	39	39	A	D	572	0	1
1221115	1	2	2	1	1	1	40	25	A	D	868	0	1
1221115	1	2	2	1	1	1	41	33	A	A	467	1	1
1221115	1	2	2	1	1	1	42	46	A	D	1117	0	1
1221115	1	2	2	1	1	1	43	54	A	D	899	0	1
1221115	1	2	2	1	1	1	44	27	A	A	509	1	1
1221115	1	2	2	1	1	1	45	12	D	D	443	1	1
1221115	1	2	2	1	1	1	46	43	A	A	580	1	1
1221115	1	2	2	1	1	1	47	35	D	A	707	0	1
1221115	1	2	2	1	1	1	48	30	A	D	2243	0	1
1221115	1	2	2	1	1	1	49	31	D	A	1099	0	1
1221115	1	2	2	1	1	1	50	36	A	A	652	1	1
1221115	1	2	2	1	1	1	51	40	A	A	779	1	1
1221115	1	2	2	1	1	1	52	27	D	D	963	1	1
1221115	1	2	2	1	1	1	53	42	A	A	738	1	1
1221115	1	2	2	1	1	1	54	24	D	D	691	1	1
1221115	1	2	2	1	1	1	55	32	A	D	2011	0	1
1221115	1	2	2	1	1	1	56	49	A	A	540	1	1
1221115	1	2	2	1	1	1	57	38	D	D	859	1	1
1221115	1	2	2	1	1	1	58	18	A	D	722	0	1
1221115	1	2	2	1	1	1	59	11	D	D	1085	1	1
1221115	1	2	2	1	1	1	60	26	D	D	1404	1	1
1221115	1	2	2	1	1	1	61	24	D	D	1124	1	1
1221115	1	2	2	1	1	1	62	34	D	D	1356	1	1
1221115	1	2	2	1	1	1	63	36	D	D	923	1	1
1221115	1	2	2	1	1	1	64	16	A	D	762	0	1
1221115	1	2	2	1	1	1	65	48	A	A	548	1	1
1221115	1	2	2	1	1	1	66	44	A	A	1213	1	1
1221115	1	2	2	1	1	1	67	55	A	A	1346	1	1
1221115	1	2	2	1	1	1	68	31	A	D	1077	0	1
1221115	1	2	2	1	1	1	69	22	A	D	1315	0	1
1221115	1	2	2	1	1	1	70	39	A	D	1163	0	1
1221115	1	2	2	1	1	1	71	21	A	D	619	0	1
1221115	1	2	2	1	1	1	72	34	A	A	908	1	1
1221115	1	2	2	1	1	1	73	37	A	D	907	0	1
1221115	1	2	2	1	1	1	74	13	D	D	891	1	1
1221115	1	2	2	1	1	1	75	16	D	D	1252	1	1
1221115	1	2	2	1	1	1	76	31	D	D	1363	1	1
1221115	1	2	2	1	1	1	77	26	D	D	1052	1	1
1221115	1	2	2	1	1	1	78	47	A	A	756	1	1
1221115	1	2	2	1	1	1	79	39	D	A	971	0	1
1221115	1	2	2	1	1	1	80	36	A	A	1138	1	1
1221115	1	2	2	1	1	1	81	24	A	D	949	0	1
1221115	1	2	2	1	1	1	82	38	A	A	668	1	1
1221115	1	2	2	1	1	1	83	23	D	D	563	1	1
1221115	1	2	2	1	1	1	84	22	D	D	866	1	1
1221115	1	2	2	1	1	1	85	33	D	A	2277	0	1
1221115	1	2	2	1	1	1	86	38	A	A	706	1	1
1221115	1	2	2	1	1	1	87	47	A	A	556	1	1
1221115	1	2	2	1	1	1	88	29	A	D	1964	0	1
1221115	1	2	2	1	1	1	89	42	A	A	1338	1	1
1221115	1	2	2	1	1	1	90	17	D	D	803	1	1
1221115	1	2	2	1	1	1	91	20	D	A	1219	0	1
1221115	1	2	2	1	1	1	92	38	D	A	580	0	1
1221115	1	2	2	1	1	1	93	28	D	D	580	1	1
1221115	1	2	2	1	1	1	94	30	D	D	539	1	1
1221115	1	2	2	1	1	1	95	25	D	A	677	0	1
1221115	1	2	2	1	1	1	96	19	A	D	955	0	1
1221115	1	2	2	1	1	1	97	25	D	A	516	0	1
1221115	1	2	2	1	1	1	98	17	A	D	700	0	1
1221115	1	2	2	1	1	1	99	30	D	A	1227	0	1
1221115	1	2	2	1	1	1	100	26	A	D	1429	0	1
1221115	1	2	2	1	1	1	101	16	D	A	1035	0	1
1221115	1	2	2	1	1	1	102	40	A	A	764	1	1
1221115	1	2	2	1	1	1	103	41	A	A	956	1	1
1221115	1	2	2	1	1	1	104	36	A	D	3332	0	1
1221115	1	2	2	1	1	1	105	24	A	D	947	0	1
1221115	1	2	2	1	1	1	106	42	D	A	636	0	1
1221115	1	2	2	1	1	1	107	46	A	A	795	1	1
1221115	1	2	2	1	1	1	108	52	A	A	1324	1	1
1221115	1	2	2	1	1	1	109	50	A	A	1180	1	1
1221115	1	2	2	1	1	1	110	46	D	D	1517	1	1
1221115	1	2	2	1	1	1	111	37	D	D	1556	1	1
1221115	1	2	2	1	1	1	112	51	A	A	996	1	1
1221115	1	2	2	1	1	1	113	9	D	A	1036	0	1
1221115	1	2	2	1	1	1	114	23	D	A	1118	0	1
1221115	1	2	2	1	1	1	115	43	A	A	699	1	1
1221115	1	2	2	1	1	1	116	29	D	A	437	0	1
1221115	1	2	2	1	1	1	117	17	D	D	635	1	1
1221115	1	2	2	1	1	1	118	34	A	A	389	1	1
1221115	1	2	2	1	1	1	119	40	A	A	532	1	1
1221115	1	2	2	1	1	1	120	44	A	D	947	0	1
1221115	1	2	2	1	1	1	121	29	D	A	365	0	1
1221115	1	2	2	1	1	1	122	22	D	D	851	1	1
1221115	1	2	2	1	1	1	123	23	A	A	1139	1	1
1221115	1	2	2	1	1	1	124	33	A	A	922	1	1
1221115	1	2	2	1	1	1	125	20	A	D	924	0	1
1221115	1	2	2	1	1	1	126	18	D	A	332	0	1
1221115	1	2	2	1	1	1	127	39	D	A	219	0	1
1221115	1	2	2	1	1	1	128	27	A	D	798	0	1
1221115	1	2	2	1	1	1	129	19	D	D	1620	1	1
1221115	1	2	2	1	1	1	130	45	D	A	2091	0	1
1221115	1	2	2	1	1	1	131	45	A	A	779	1	1
1221115	1	2	2	1	1	1	132	21	D	D	1059	1	1
1221115	1	2	2	1	1	1	133	36	D	A	690	0	1
1221115	1	2	2	1	1	1	134	26	D	A	2260	0	1
1221115	1	2	2	1	1	1	135	35	D	A	779	0	1
1221115	1	2	2	1	1	1	136	15	A	A	419	1	1
1221115	1	2	2	1	1	1	137	37	D	A	699	0	1
1221115	1	2	2	1	1	1	138	18	D	D	276	1	1
1221115	1	2	2	1	1	1	139	21	D	A	571	0	1
1221115	1	2	2	1	1	1	140	41	A	A	538	1	1
1221115	1	2	2	1	1	1	141	31	D	D	915	1	1
1221115	1	2	2	1	1	1	142	23	D	D	957	1	1
1221115	1	2	2	1	1	1	143	32	A	D	1060	0	1
1221115	1	2	2	1	1	1	144	14	D	D	1518	1	1
1221115	1	2	2	1	1	1	145	35	A	A	1156	1	1
1221115	1	2	2	1	1	1	146	43	D	A	1084	0	1
1221115	1	2	2	1	1	1	147	31	A	A	676	1	1
1221115	1	2	2	1	1	1	148	37	A	D	963	0	1
1221115	1	2	2	1	1	1	149	21	D	A	563	0	1
1221115	1	2	2	1	1	1	150	40	D	D	181	1	1
1221115	1	2	2	1	1	1	151	22	A	A	2195	1	1
1221115	1	2	2	1	1	1	152	33	D	D	915	1	1
1221115	1	2	2	1	1	1	153	6	D	A	1706	0	1
1221115	1	2	2	1	1	1	154	45	A	A	715	1	1
1221115	1	2	2	1	1	1	155	27	D	D	2445	1	1
1221115	1	2	2	1	1	1	156	32	A	A	2395	1	1
1221115	1	2	2	1	1	1	157	44	D	A	1115	0	1
1221115	1	2	2	1	1	1	158	29	A	D	915	0	1
1221115	1	2	2	1	1	1	159	26	A	A	540	1	1
1221115	1	2	2	1	1	1	160	15	D	D	724	1	1
1221117	1	2	2	1	1	1	1	40	A	A	12840	1	2
1221117	1	2	2	1	1	1	2	38	D	D	1171	1	2
1221117	1	2	2	1	1	1	3	41	D	A	1124	0	2
1221117	1	2	2	1	1	1	4	41	A	A	979	1	2
1221117	1	2	2	1	1	1	5	14	A	A	652	1	2
1221117	1	2	2	1	1	1	6	20	A	A	517	1	2
1221117	1	2	2	1	1	1	7	19	D	A	436	0	2
1221117	1	2	2	1	1	1	8	34	D	D	1172	1	2
1221117	1	2	2	1	1	1	9	51	A	D	988	0	2
1221117	1	2	2	1	1	1	10	24	D	A	811	0	2
1221117	1	2	2	1	1	1	11	34	D	A	748	0	2
1221117	1	2	2	1	1	1	12	25	A	A	715	1	2
1221117	1	2	2	1	1	1	13	20	D	A	651	0	2
1221117	1	2	2	1	1	1	14	15	D	A	515	0	2
1221117	1	2	2	1	1	1	15	26	D	A	779	0	2
1221117	1	2	2	1	1	1	16	31	D	A	476	0	2
1221117	1	2	2	1	1	1	17	52	A	D	667	0	2
1221117	1	2	2	1	1	1	18	26	A	D	763	0	2
1221117	1	2	2	1	1	1	19	28	D	D	812	1	2
1221117	1	2	2	1	1	1	20	55	A	A	643	1	2
1221117	1	2	2	1	1	1	21	38	A	A	556	1	2
1221117	1	2	2	1	1	1	22	28	D	A	571	0	2
1221117	1	2	2	1	1	1	23	32	A	A	555	1	2
1221117	1	2	2	1	1	1	24	14	D	A	5868	0	2
1221117	1	2	2	1	1	1	25	14	D	A	468	0	2
1221117	1	2	2	1	1	1	26	18	A	A	356	1	2
1221117	1	2	2	1	1	1	27	36	A	D	172	0	2
1221117	1	2	2	1	1	1	28	29	D	A	331	0	2
1221117	1	2	2	1	1	1	29	31	A	A	339	1	2
1221117	1	2	2	1	1	1	30	29	D	D	539	1	2
1221117	1	2	2	1	1	1	31	23	D	A	3003	0	2
1221117	1	2	2	1	1	1	32	22	D	D	811	1	2
1221117	1	2	2	1	1	1	33	40	A	D	708	0	2
1221117	1	2	2	1	1	1	34	16	D	D	763	1	2
1221117	1	2	2	1	1	1	35	22	A	D	539	0	2
1221117	1	2	2	1	1	1	36	22	D	D	2276	1	2
1221117	1	2	2	1	1	1	37	27	D	A	995	0	2
1221117	1	2	2	1	1	1	38	25	D	D	618	1	2
1221117	1	2	2	1	1	1	39	15	A	D	963	0	2
1221117	1	2	2	1	1	1	40	31	D	D	875	1	2
1221117	1	2	2	1	1	1	41	42	D	D	843	1	2
1221117	1	2	2	1	1	1	42	26	D	A	732	0	2
1221117	1	2	2	1	1	1	43	42	A	A	947	1	2
1221117	1	2	2	1	1	1	44	53	A	A	1187	1	2
1221117	1	2	2	1	1	1	45	17	D	D	1235	1	2
1221117	1	2	2	1	1	1	46	36	D	A	1059	0	2
1221117	1	2	2	1	1	1	47	27	D	D	955	1	2
1221117	1	2	2	1	1	1	48	46	A	D	1188	0	2
1221117	1	2	2	1	1	1	49	33	A	A	404	1	2
1221117	1	2	2	1	1	1	50	25	D	D	332	1	2
1221117	1	2	2	1	1	1	51	39	D	D	309	1	2
1221117	1	2	2	1	1	1	52	37	D	D	618	1	2
1221117	1	2	2	1	1	1	53	37	A	A	667	1	2
1221117	1	2	2	1	1	1	54	31	A	D	739	0	2
1221117	1	2	2	1	1	1	55	37	A	A	884	1	2
1221117	1	2	2	1	1	1	56	41	A	A	547	1	2
1221117	1	2	2	1	1	1	57	6	D	A	482	0	2
1221117	1	2	2	1	1	1	58	30	A	A	499	1	2
1221117	1	2	2	1	1	1	59	23	D	A	779	0	2
1221117	1	2	2	1	1	1	60	33	D	A	427	0	2
1221117	1	2	2	1	1	1	61	46	A	D	499	0	2
1221117	1	2	2	1	1	1	62	34	A	A	595	1	2
1221117	1	2	2	1	1	1	63	32	A	A	917	1	2
1221117	1	2	2	1	1	1	64	34	A	D	579	0	2
1221117	1	2	2	1	1	1	65	36	A	A	436	1	2
1221117	1	2	2	1	1	1	66	21	D	A	492	0	2
1221117	1	2	2	1	1	1	67	35	D	A	4092	0	2
1221117	1	2	2	1	1	1	68	32	A	D	404	0	2
1221117	1	2	2	1	1	1	69	47	A	A	644	1	2
1221117	1	2	2	1	1	1	70	21	D	D	787	1	2
1221117	1	2	2	1	1	1	71	43	D	A	563	0	2
1221117	1	2	2	1	1	1	72	12	D	D	1043	1	2
1221117	1	2	2	1	1	1	73	19	D	D	795	1	2
1221117	1	2	2	1	1	1	74	40	D	A	603	0	2
1221117	1	2	2	1	1	1	75	24	A	A	403	1	2
1221117	1	2	2	1	1	1	76	27	A	A	539	1	2
1221117	1	2	2	1	1	1	77	39	A	A	443	1	2
1221117	1	2	2	1	1	1	78	43	A	A	717	1	2
1221117	1	2	2	1	1	1	79	32	D	A	755	0	2
1221117	1	2	2	1	1	1	80	50	A	A	459	1	2
1221117	1	2	2	1	1	1	81	30	D	A	595	0	2
1221117	1	2	2	1	1	1	82	54	A	A	388	1	2
1221117	1	2	2	1	1	1	83	17	D	A	637	0	2
1221117	1	2	2	1	1	1	84	27	D	D	915	1	2
1221117	1	2	2	1	1	1	85	30	D	A	372	0	2
1221117	1	2	2	1	1	1	86	18	D	A	284	0	2
1221117	1	2	2	1	1	1	87	30	D	A	148	0	2
1221117	1	2	2	1	1	1	88	15	D	D	484	1	2
1221117	1	2	2	1	1	1	89	19	A	D	516	0	2
1221117	1	2	2	1	1	1	90	32	D	A	419	0	2
1221117	1	2	2	1	1	1	91	33	A	A	555	1	2
1221117	1	2	2	1	1	1	92	38	A	A	579	1	2
1221117	1	2	2	1	1	1	93	42	A	A	586	1	2
1221117	1	2	2	1	1	1	94	24	D	A	2356	0	2
1221117	1	2	2	1	1	1	95	23	A	A	804	1	2
1221117	1	2	2	1	1	1	96	39	A	A	524	1	2
1221117	1	2	2	1	1	1	97	22	D	A	436	0	2
1221117	1	2	2	1	1	1	98	38	A	D	251	0	2
1221117	1	2	2	1	1	1	99	37	D	A	443	0	2
1221117	1	2	2	1	1	1	100	20	D	A	476	0	2
1221117	1	2	2	1	1	1	101	17	A	D	171	0	2
1221117	1	2	2	1	1	1	102	37	A	A	196	1	2
1221117	1	2	2	1	1	1	103	44	A	A	234	1	2
1221117	1	2	2	1	1	1	104	43	A	A	203	1	2
1221117	1	2	2	1	1	1	105	47	A	A	675	1	2
1221117	1	2	2	1	1	1	106	16	D	D	323	1	2
1221117	1	2	2	1	1	1	107	35	A	D	226	0	2
1221117	1	2	2	1	1	1	108	29	A	A	731	1	2
1221117	1	2	2	1	1	1	109	16	A	A	235	1	2
1221117	1	2	2	1	1	1	110	7	D	A	265	0	2
1221117	1	2	2	1	1	1	111	23	A	A	380	1	2
1221117	1	2	2	1	1	1	112	36	D	A	4	0	2
1221117	1	2	2	1	1	1	113	25	D	D	721	1	2
1221117	1	2	2	1	1	1	114	38	D	D	388	1	2
1221117	1	2	2	1	1	1	115	39	A	A	763	1	2
1221117	1	2	2	1	1	1	116	33	D	A	318	0	2
1221117	1	2	2	1	1	1	117	35	A	A	436	1	2
1221117	1	2	2	1	1	1	118	28	A	A	300	1	2
1221117	1	2	2	1	1	1	119	13	D	A	468	0	2
1221117	1	2	2	1	1	1	120	18	D	D	820	1	2
1221117	1	2	2	1	1	1	121	35	D	D	194	1	2
1221117	1	2	2	1	1	1	122	29	A	A	267	1	2
1221117	1	2	2	1	1	1	123	34	A	A	284	1	2
1221117	1	2	2	1	1	1	124	29	D	A	268	0	2
1221117	1	2	2	1	1	1	125	49	A	A	820	1	2
1221117	1	2	2	1	1	1	126	8	D	D	948	1	2
1221117	1	2	2	1	1	1	127	44	D	A	650	0	2
1221117	1	2	2	1	1	1	128	9	D	D	771	1	2
1221117	1	2	2	1	1	1	129	27	A	A	339	1	2
1221117	1	2	2	1	1	1	130	36	A	D	340	0	2
1221117	1	2	2	1	1	1	131	45	A	A	179	1	2
1221117	1	2	2	1	1	1	132	10	D	A	220	0	2
1221117	1	2	2	1	1	1	133	48	A	D	548	0	2
1221117	1	2	2	1	1	1	134	11	D	A	307	0	2
1221117	1	2	2	1	1	1	135	40	A	D	98	0	2
1221117	1	2	2	1	1	1	136	30	A	D	419	0	2
1221117	1	2	2	1	1	1	137	22	A	A	307	1	2
1221117	1	2	2	1	1	1	138	45	A	A	267	1	2
1221117	1	2	2	1	1	1	139	28	A	A	571	1	2
1221117	1	2	2	1	1	1	140	44	A	A	484	1	2
1221117	1	2	2	1	1	1	141	25	A	A	340	1	2
1221117	1	2	2	1	1	1	142	45	D	A	420	0	2
1221117	1	2	2	1	1	1	143	24	D	A	475	0	2
1221117	1	2	2	1	1	1	144	31	D	A	300	0	2
1221117	1	2	2	1	1	1	145	21	D	A	292	0	2
1221117	1	2	2	1	1	1	146	26	D	A	427	0	2
1221117	1	2	2	1	1	1	147	24	A	A	380	1	2
1221117	1	2	2	1	1	1	148	30	A	D	284	0	2
1221117	1	2	2	1	1	1	149	26	A	A	394	1	2
1221117	1	2	2	1	1	1	150	33	A	A	283	1	2
1221117	1	2	2	1	1	1	151	35	A	A	268	1	2
1221117	1	2	2	1	1	1	152	29	A	A	515	1	2
1221117	1	2	2	1	1	1	153	39	D	A	420	0	2
1221117	1	2	2	1	1	1	154	32	D	A	605	0	2
1221117	1	2	2	1	1	1	155	21	A	D	507	0	2
1221117	1	2	2	1	1	1	156	23	D	A	467	0	2
1221117	1	2	2	1	1	1	157	46	D	D	108	1	2
1221117	1	2	2	1	1	1	158	28	D	A	276	0	2
1221117	1	2	2	1	1	1	159	47	D	A	371	0	2
1221117	1	2	2	1	1	1	160	31	A	D	484	0	2
1221201	1	2	2	1	2	1	1	22	D	D	1776	1	15
1221201	1	2	2	1	2	1	2	28	A	D	613	0	15
1221201	1	2	2	1	2	1	3	22	D	D	3116	1	15
1221201	1	2	2	1	2	1	4	31	A	A	1283	1	15
1221201	1	2	2	1	2	1	5	42	XA	D	1667	0	15
1221201	1	2	2	1	2	1	6	37	A	A	608	1	15
1221201	1	2	2	1	2	1	7	40	A	D	698	0	15
1221201	1	2	2	1	2	1	8	36	A	D	115	0	15
1221201	1	2	2	1	2	1	9	51	A	A	859	1	15
1221201	1	2	2	1	2	1	10	14	XD	D	403	1	15
1221201	1	2	2	1	2	1	11	36	A	A	648	1	15
1221201	1	2	2	1	2	1	12	20	D	D	714	1	15
1221201	1	2	2	1	2	1	13	11	D	D	413	1	15
1221201	1	2	2	1	2	1	14	35	XA	A	844	1	15
