subj	variance	catAss	ticks	feedType	feedAmount	phase	trial	length	tarCat	respSE	respRT	respACC	move
1121213	1	1	2	1	2	1	102	16	XD	A	509	0	1
1121213	1	1	2	1	2	1	103	48	XD	D	448	1	1
1121213	1	1	2	1	2	1	104	30	A	A	345	1	1
1121213	1	1	2	1	2	1	105	36	D	A	522	0	1
1121213	1	1	2	1	2	1	106	21	A	D	333	0	1
1121213	1	1	2	1	2	1	107	20	D	D	386	1	1
1121213	1	1	2	1	2	1	108	31	A	A	364	1	1
1121213	1	1	2	1	2	1	109	24	XA	A	333	1	1
1121213	1	1	2	1	2	1	110	33	A	D	376	0	1
1121213	1	1	2	1	2	1	111	12	XA	A	325	1	1
1121213	1	1	2	1	2	1	112	43	XD	A	329	0	1
1121213	1	1	2	1	2	1	113	37	A	A	361	1	1
1121213	1	1	2	1	2	1	114	24	D	A	492	0	1
1121213	1	1	2	1	2	1	115	33	XD	A	339	0	1
1121213	1	1	2	1	2	1	116	33	XD	D	376	1	1
1121213	1	1	2	1	2	1	117	39	D	D	297	1	1
1121213	1	1	2	1	2	1	118	31	D	D	346	1	1
1121213	1	1	2	1	2	1	119	43	XA	D	357	0	1
1121213	1	1	2	1	2	1	120	20	A	A	399	1	1
1121213	1	1	2	1	2	1	121	23	A	A	348	1	1
1121213	1	1	2	1	2	1	122	42	XA	D	309	0	1
1121213	1	1	2	1	2	1	123	17	D	A	351	0	1
1121213	1	1	2	1	2	1	124	34	XD	A	355	0	1
1121213	1	1	2	1	2	1	125	28	XA	A	225	1	1
1121213	1	1	2	1	2	1	126	40	A	A	415	1	1
1121213	1	1	2	1	2	1	127	37	XD	A	299	0	1
1121213	1	1	2	1	2	1	128	25	XD	A	281	0	1
1121213	1	1	2	1	2	1	129	14	XD	A	247	0	1
1121213	1	1	2	1	2	1	130	47	A	A	281	1	1
1121213	1	1	2	1	2	1	131	13	A	A	414	1	1
1121213	1	1	2	1	2	1	132	23	XA	A	419	1	1
1121213	1	1	2	1	2	1	133	32	XA	A	281	1	1
1121213	1	1	2	1	2	1	134	22	D	A	242	0	1
1121213	1	1	2	1	2	1	135	32	D	A	330	0	1
1121213	1	1	2	1	2	1	136	50	D	D	364	1	1
1121213	1	1	2	1	2	1	137	47	D	D	1468	1	1
1121213	1	1	2	1	2	1	138	34	XD	D	604	1	1
1121213	1	1	2	1	2	1	139	11	A	A	551	1	1
1121213	1	1	2	1	2	1	140	30	D	A	516	0	1
1121213	1	1	2	1	2	1	141	23	A	A	402	1	1
1121213	1	1	2	1	2	1	142	46	D	D	364	1	1
1121213	1	1	2	1	2	1	143	43	D	D	434	1	1
1121213	1	1	2	1	2	1	144	17	A	A	906	1	1
1121213	1	1	2	1	2	1	145	16	A	A	363	1	1
1121213	1	1	2	1	2	1	146	49	D	D	388	1	1
1121213	1	1	2	1	2	1	147	16	XA	A	450	1	1
1121213	1	1	2	1	2	1	148	22	D	A	298	0	1
1121213	1	1	2	1	2	1	149	21	XA	A	387	1	1
1121213	1	1	2	1	2	1	150	30	A	D	401	0	1
1121213	1	1	2	1	2	1	151	27	A	A	557	1	1
1121213	1	1	2	1	2	1	152	34	XA	D	444	0	1
1121213	1	1	2	1	2	1	153	30	XD	D	449	1	1
1121213	1	1	2	1	2	1	154	41	D	D	544	1	1
1121213	1	1	2	1	2	1	155	39	A	D	732	0	1
1121213	1	1	2	1	2	1	156	14	A	A	365	1	1
1121213	1	1	2	1	2	1	157	26	XD	D	330	1	1
1121213	1	1	2	1	2	1	158	37	XA	D	328	0	1
1121213	1	1	2	1	2	1	159	26	A	D	393	0	1
1121213	1	1	2	1	2	1	160	23	XD	A	682	0	1
1121218	1	1	2	1	2	1	1	27	A	A	8368	1	2
1121218	1	1	2	1	2	1	2	54	XD	D	3019	1	2
1121218	1	1	2	1	2	1	3	42	D	A	2417	0	2
1121218	1	1	2	1	2	1	4	35	D	D	1610	1	2
1121218	1	1	2	1	2	1	5	30	D	A	956	0	2
1121218	1	1	2	1	2	1	6	23	A	A	755	1	2
1121218	1	1	2	1	2	1	7	42	XD	D	549	1	2
1121218	1	1	2	1	2	1	8	29	D	A	656	0	2
1121218	1	1	2	1	2	1	9	39	XA	D	754	0	2
1121218	1	1	2	1	2	1	10	20	A	D	896	0	2
1121218	1	1	2	1	2	1	11	22	XA	A	723	1	2
1121218	1	1	2	1	2	1	12	44	A	D	528	0	2
1121218	1	1	2	1	2	1	13	48	D	D	1116	1	2
1121218	1	1	2	1	2	1	14	13	A	A	666	1	2
1121218	1	1	2	1	2	1	15	32	D	A	611	0	2
1121218	1	1	2	1	2	1	16	42	A	D	652	0	2
1121218	1	1	2	1	2	1	17	35	A	D	3155	0	2
1121218	1	1	2	1	2	1	18	50	D	D	683	1	2
1121218	1	1	2	1	2	1	19	33	D	A	539	0	2
1121218	1	1	2	1	2	1	20	32	D	A	803	0	2
1121218	1	1	2	1	2	1	21	26	A	A	853	1	2
1121218	1	1	2	1	2	1	22	34	XA	D	2683	0	2
1121218	1	1	2	1	2	1	23	25	A	A	1232	1	2
1121218	1	1	2	1	2	1	24	6	XA	A	987	1	2
1121218	1	1	2	1	2	1	25	33	D	D	1231	1	2
1121218	1	1	2	1	2	1	26	45	D	D	2604	1	2
1121218	1	1	2	1	2	1	27	40	D	D	1634	1	2
1121218	1	1	2	1	2	1	28	29	A	A	739	1	2
1121218	1	1	2	1	2	1	29	41	A	D	827	0	2
1121218	1	1	2	1	2	1	30	37	D	A	2116	0	2
1121218	1	1	2	1	2	1	31	55	D	D	748	1	2
1121218	1	1	2	1	2	1	32	16	XA	A	595	1	2
1121218	1	1	2	1	2	1	33	23	XA	A	584	1	2
1121218	1	1	2	1	2	1	34	30	A	A	817	1	2
1121218	1	1	2	1	2	1	35	26	A	A	1268	1	2
1121218	1	1	2	1	2	1	36	35	D	A	2533	0	2
1121218	1	1	2	1	2	1	37	51	D	D	602	1	2
1121218	1	1	2	1	2	1	38	43	XA	D	755	0	2
1121218	1	1	2	1	2	1	39	15	A	A	513	1	2
1121218	1	1	2	1	2	1	40	39	A	D	1491	0	2
1121218	1	1	2	1	2	1	41	26	D	A	779	0	2
1121218	1	1	2	1	2	1	42	28	A	A	1516	1	2
1121218	1	1	2	1	2	1	43	34	D	D	1411	1	2
1121218	1	1	2	1	2	1	44	39	D	D	693	1	2
1121218	1	1	2	1	2	1	45	7	A	A	578	1	2
1121218	1	1	2	1	2	1	46	29	D	D	675	1	2
1121218	1	1	2	1	2	1	47	31	XA	D	629	0	2
1121218	1	1	2	1	2	1	48	46	XD	D	448	1	2
1121218	1	1	2	1	2	1	49	47	A	D	602	0	2
1121218	1	1	2	1	2	1	50	36	XD	D	2427	1	2
1121218	1	1	2	1	2	1	51	15	D	A	537	0	2
1121218	1	1	2	1	2	1	52	19	A	A	780	1	2
1121218	1	1	2	1	2	1	53	34	XA	D	3075	0	2
1121218	1	1	2	1	2	1	54	49	XD	D	615	1	2
1121218	1	1	2	1	2	1	55	37	D	D	608	1	2
1121218	1	1	2	1	2	1	56	44	XD	D	1115	1	2
1121218	1	1	2	1	2	1	57	36	A	D	537	0	2
1121218	1	1	2	1	2	1	58	14	A	A	1035	1	2
1121218	1	1	2	1	2	1	59	9	XA	A	650	1	2
1121218	1	1	2	1	2	1	60	20	XD	A	760	0	2
1121218	1	1	2	1	2	1	61	40	XD	D	473	1	2
1121218	1	1	2	1	2	1	62	25	A	A	952	1	2
1121218	1	1	2	1	2	1	63	36	A	D	2995	0	2
1121218	1	1	2	1	2	1	64	28	XA	A	1939	1	2
1121218	1	1	2	1	2	1	65	31	D	A	632	0	2
1121218	1	1	2	1	2	1	66	53	XD	D	509	1	2
1121218	1	1	2	1	2	1	67	16	D	A	624	0	2
1121218	1	1	2	1	2	1	68	34	XD	D	1507	1	2
1121218	1	1	2	1	2	1	69	29	A	D	874	0	2
1121218	1	1	2	1	2	1	70	47	D	D	540	1	2
1121218	1	1	2	1	2	1	71	24	XA	A	706	1	2
1121218	1	1	2	1	2	1	72	23	D	A	673	0	2
1121218	1	1	2	1	2	1	73	46	A	D	1051	0	2
1121218	1	1	2	1	2	1	74	15	A	A	691	1	2
1121218	1	1	2	1	2	1	75	14	D	A	714	0	2
1121218	1	1	2	1	2	1	76	27	A	A	1563	1	2
1121218	1	1	2	1	2	1	77	32	A	D	692	0	2
1121218	1	1	2	1	2	1	78	37	A	D	1538	0	2
1121218	1	1	2	1	2	1	79	24	XD	A	1461	0	2
1121218	1	1	2	1	2	1	80	46	XD	D	977	1	2
1121218	1	1	2	1	2	1	81	30	D	A	817	0	2
1121218	1	1	2	1	2	1	82	38	D	D	2531	1	2
1121218	1	1	2	1	2	1	83	43	D	D	1397	1	2
1121218	1	1	2	1	2	1	84	41	XD	D	2867	1	2
1121218	1	1	2	1	2	1	85	31	XD	A	863	0	2
1121218	1	1	2	1	2	1	86	44	XD	D	968	1	2
1121218	1	1	2	1	2	1	87	38	A	D	1032	0	2
1121218	1	1	2	1	2	1	88	17	XA	A	819	1	2
1121218	1	1	2	1	2	1	89	21	A	A	1168	1	2
1121218	1	1	2	1	2	1	90	18	D	A	667	0	2
1121218	1	1	2	1	2	1	91	20	XA	A	628	1	2
1121218	1	1	2	1	2	1	92	30	XA	A	1383	1	2
1121218	1	1	2	1	2	1	93	37	A	D	425	0	2
1121218	1	1	2	1	2	1	94	32	D	A	900	0	2
1121218	1	1	2	1	2	1	95	11	XA	A	570	1	2
1121218	1	1	2	1	2	1	96	24	D	D	1426	1	2
1121218	1	1	2	1	2	1	97	32	A	D	819	0	2
1121218	1	1	2	1	2	1	98	25	A	A	779	1	2
1121218	1	1	2	1	2	1	99	24	A	A	564	1	2
1121218	1	1	2	1	2	1	100	29	D	A	924	0	2
1121218	1	1	2	1	2	1	101	45	XD	D	803	1	2
1121218	1	1	2	1	2	1	102	34	XD	D	807	1	2
1121218	1	1	2	1	2	1	103	21	A	A	504	1	2
1121218	1	1	2	1	2	1	104	41	D	D	676	1	2
1121218	1	1	2	1	2	1	105	10	A	A	530	1	2
1121218	1	1	2	1	2	1	106	21	A	A	731	1	2
1121218	1	1	2	1	2	1	107	33	A	A	772	1	2
1121218	1	1	2	1	2	1	108	37	D	D	626	1	2
1121218	1	1	2	1	2	1	109	25	D	A	587	0	2
1121218	1	1	2	1	2	1	110	38	XD	D	710	1	2
1121218	1	1	2	1	2	1	111	30	XD	A	905	0	2
1121218	1	1	2	1	2	1	112	39	XD	D	544	1	2
1121218	1	1	2	1	2	1	113	16	A	A	450	1	2
1121218	1	1	2	1	2	1	114	47	D	D	562	1	2
1121218	1	1	2	1	2	1	115	29	A	A	524	1	2
1121218	1	1	2	1	2	1	116	23	D	A	821	0	2
1121218	1	1	2	1	2	1	117	23	XA	D	635	0	2
1121218	1	1	2	1	2	1	118	22	A	D	680	0	2
1121218	1	1	2	1	2	1	119	38	D	D	1372	1	2
1121218	1	1	2	1	2	1	120	26	D	A	1378	0	2
1121218	1	1	2	1	2	1	121	43	D	D	1475	1	2
1121218	1	1	2	1	2	1	122	27	XD	A	931	0	2
1121218	1	1	2	1	2	1	123	17	A	A	776	1	2
1121218	1	1	2	1	2	1	124	33	XA	D	3035	0	2
1121218	1	1	2	1	2	1	125	17	D	A	880	0	2
1121218	1	1	2	1	2	1	126	38	A	D	867	0	2
1121218	1	1	2	1	2	1	127	32	A	D	2108	0	2
1121218	1	1	2	1	2	1	128	30	XA	A	748	1	2
1121218	1	1	2	1	2	1	129	24	A	A	850	1	2
1121218	1	1	2	1	2	1	130	14	A	A	1499	1	2
1121218	1	1	2	1	2	1	131	18	XA	A	1148	1	2
1121218	1	1	2	1	2	1	132	22	A	A	703	1	2
1121218	1	1	2	1	2	1	133	36	D	D	956	1	2
1121218	1	1	2	1	2	1	134	45	A	D	492	0	2
1121218	1	1	2	1	2	1	135	19	D	A	1035	0	2
1121218	1	1	2	1	2	1	136	21	D	A	779	0	2
1121218	1	1	2	1	2	1	137	39	XD	D	482	1	2
1121218	1	1	2	1	2	1	138	31	XA	D	617	0	2
1121218	1	1	2	1	2	1	139	27	XA	D	615	0	2
1121218	1	1	2	1	2	1	140	25	D	D	640	1	2
1121218	1	1	2	1	2	1	141	19	XA	A	1067	1	2
1121218	1	1	2	1	2	1	142	12	A	A	2329	1	2
1121218	1	1	2	1	2	1	143	35	A	D	1997	0	2
1121218	1	1	2	1	2	1	144	22	D	A	739	0	2
1121218	1	1	2	1	2	1	145	33	XD	D	1420	1	2
1121218	1	1	2	1	2	1	146	28	D	D	1112	1	2
1121218	1	1	2	1	2	1	147	31	A	D	1627	0	2
1121218	1	1	2	1	2	1	148	36	D	A	859	0	2
1121218	1	1	2	1	2	1	149	40	D	A	1316	0	2
1121218	1	1	2	1	2	1	150	27	D	A	1266	0	2
1121218	1	1	2	1	2	1	151	26	XA	D	851	0	2
1121218	1	1	2	1	2	1	152	22	D	D	520	1	2
1121218	1	1	2	1	2	1	153	8	A	A	867	1	2
1121218	1	1	2	1	2	1	154	28	XD	A	1428	0	2
1121218	1	1	2	1	2	1	155	31	D	A	2344	0	2
1121218	1	1	2	1	2	1	156	28	A	A	708	1	2
1121218	1	1	2	1	2	1	157	40	XA	D	523	0	2
1121218	1	1	2	1	2	1	158	35	D	D	1218	1	2
1121218	1	1	2	1	2	1	159	52	XD	D	1004	1	2
1121218	1	1	2	1	2	1	160	18	A	A	792	1	2
1121222	1	1	2	1	2	1	1	33	XA	A	769	1	20
1121222	1	1	2	1	2	1	2	23	A	A	615	1	20
1121222	1	1	2	1	2	1	3	14	A	A	459	1	20
1121222	1	1	2	1	2	1	4	37	D	A	538	0	20
1121222	1	1	2	1	2	1	5	21	D	D	393	1	20
1121222	1	1	2	1	2	1	6	30	A	D	499	0	20
1121222	1	1	2	1	2	1	7	15	XA	A	388	1	20
1121222	1	1	2	1	2	1	8	38	D	D	327	1	20
1121222	1	1	2	1	2	1	9	47	D	D	316	1	20
1121222	1	1	2	1	2	1	10	37	D	A	301	0	20
1121222	1	1	2	1	2	1	11	34	XD	D	372	1	20
1121222	1	1	2	1	2	1	12	14	A	A	393	1	20
1121222	1	1	2	1	2	1	13	39	A	D	267	0	20
1121222	1	1	2	1	2	1	14	50	D	D	340	1	20
1121222	1	1	2	1	2	1	15	33	D	D	397	1	20
1121222	1	1	2	1	2	1	16	41	XD	D	482	1	20
1121222	1	1	2	1	2	1	17	26	XD	D	650	1	20
1121222	1	1	2	1	2	1	18	38	A	D	383	0	20
1121222	1	1	2	1	2	1	19	30	D	A	332	0	20
1121222	1	1	2	1	2	1	20	36	A	D	387	0	20
1121222	1	1	2	1	2	1	21	26	D	A	443	0	20
1121222	1	1	2	1	2	1	22	18	XA	A	499	1	20
1121222	1	1	2	1	2	1	23	35	D	D	368	1	20
1121222	1	1	2	1	2	1	24	43	D	D	317	1	20
1121222	1	1	2	1	2	1	25	32	XD	D	322	1	20
1121222	1	1	2	1	2	1	26	33	D	D	512	1	20
1121222	1	1	2	1	2	1	27	16	XA	A	354	1	20
1121222	1	1	2	1	2	1	28	32	A	D	432	0	20
1121222	1	1	2	1	2	1	29	31	XD	D	379	1	20
1121222	1	1	2	1	2	1	30	39	D	D	512	1	20
1121222	1	1	2	1	2	1	31	49	D	D	365	1	20
1121222	1	1	2	1	2	1	32	16	A	A	307	1	20
1121222	1	1	2	1	2	1	33	27	D	A	403	0	20
1121222	1	1	2	1	2	1	34	28	D	D	475	1	20
1121222	1	1	2	1	2	1	35	33	A	D	339	0	20
1121222	1	1	2	1	2	1	36	10	XA	A	491	1	20
1121222	1	1	2	1	2	1	37	40	A	D	368	0	20
1121222	1	1	2	1	2	1	38	24	D	A	428	0	20
1121222	1	1	2	1	2	1	39	29	D	D	602	1	20
1121222	1	1	2	1	2	1	40	45	XD	D	300	1	20
1121222	1	1	2	1	2	1	41	23	A	A	383	1	20
1121222	1	1	2	1	2	1	42	35	A	D	323	0	20
1121222	1	1	2	1	2	1	43	38	XD	D	419	1	20
1121222	1	1	2	1	2	1	44	26	XA	A	448	1	20
1121222	1	1	2	1	2	1	45	21	A	A	473	1	20
1121222	1	1	2	1	2	1	46	42	XD	D	524	1	20
1121222	1	1	2	1	2	1	47	20	D	A	496	0	20
1121222	1	1	2	1	2	1	48	52	D	D	308	1	20
1121222	1	1	2	1	2	1	49	42	XA	D	388	0	20
1121222	1	1	2	1	2	1	50	9	A	A	464	1	20
1121222	1	1	2	1	2	1	51	31	XD	A	731	0	20
1121222	1	1	2	1	2	1	52	47	A	D	425	0	20
1121222	1	1	2	1	2	1	53	7	A	A	300	1	20
1121222	1	1	2	1	2	1	54	35	D	D	522	1	20
1121222	1	1	2	1	2	1	55	55	XD	D	365	1	20
1121222	1	1	2	1	2	1	56	44	D	D	343	1	20
1121222	1	1	2	1	2	1	57	31	A	A	468	1	20
1121222	1	1	2	1	2	1	58	26	A	A	580	1	20
1121222	1	1	2	1	2	1	59	41	XD	D	347	1	20
1121222	1	1	2	1	2	1	60	45	A	D	392	0	20
1121222	1	1	2	1	2	1	61	31	A	A	435	1	20
1121222	1	1	2	1	2	1	62	31	XA	A	556	1	20
1121222	1	1	2	1	2	1	63	12	XA	A	520	1	20
1121222	1	1	2	1	2	1	64	28	A	D	448	0	20
1121222	1	1	2	1	2	1	65	19	XA	A	276	1	20
1121222	1	1	2	1	2	1	66	25	A	A	304	1	20
1121222	1	1	2	1	2	1	67	14	D	A	523	0	20
1121222	1	1	2	1	2	1	68	36	A	D	339	0	20
1121222	1	1	2	1	2	1	69	25	D	A	324	0	20
1121222	1	1	2	1	2	1	70	36	XD	D	522	1	20
1121222	1	1	2	1	2	1	71	40	D	D	472	1	20
1121222	1	1	2	1	2	1	72	34	A	D	419	0	20
1121222	1	1	2	1	2	1	73	25	D	A	708	0	20
1121222	1	1	2	1	2	1	74	48	D	D	403	1	20
1121222	1	1	2	1	2	1	75	34	A	D	403	0	20
1121222	1	1	2	1	2	1	76	28	XA	D	418	0	20
1121222	1	1	2	1	2	1	77	26	A	D	344	0	20
1121222	1	1	2	1	2	1	78	33	XD	D	385	1	20
1121222	1	1	2	1	2	1	79	16	XD	A	465	0	20
1121222	1	1	2	1	2	1	80	15	A	A	423	1	20
1121222	1	1	2	1	2	1	81	46	XA	D	419	0	20
1121222	1	1	2	1	2	1	82	29	A	D	473	0	20
1121222	1	1	2	1	2	1	83	38	XD	D	508	1	20
1121222	1	1	2	1	2	1	84	23	D	A	393	0	20
1121222	1	1	2	1	2	1	85	24	XA	A	451	1	20
1121222	1	1	2	1	2	1	86	30	XA	D	601	0	20
1121222	1	1	2	1	2	1	87	25	A	A	289	1	20
1121222	1	1	2	1	2	1	88	39	XA	A	389	1	20
1121222	1	1	2	1	2	1	89	43	A	D	448	0	20
1121222	1	1	2	1	2	1	90	40	D	D	500	1	20
1121222	1	1	2	1	2	1	91	40	D	A	370	0	20
1121222	1	1	2	1	2	1	92	36	D	D	331	1	20
1121222	1	1	2	1	2	1	93	39	D	D	299	1	20
1121222	1	1	2	1	2	1	94	43	XD	D	291	1	20
1121222	1	1	2	1	2	1	95	34	D	D	328	1	20
1121222	1	1	2	1	2	1	96	20	A	A	325	1	20
1121222	1	1	2	1	2	1	97	47	D	D	387	1	20
1121222	1	1	2	1	2	1	98	6	A	A	405	1	20
1121222	1	1	2	1	2	1	99	8	A	A	403	1	20
1121222	1	1	2	1	2	1	100	22	A	A	644	1	20
1121222	1	1	2	1	2	1	101	19	XA	D	515	0	20
1121222	1	1	2	1	2	1	102	51	XD	D	289	1	20
1121222	1	1	2	1	2	1	103	36	D	D	319	1	20
1121222	1	1	2	1	2	1	104	22	A	A	491	1	20
1121222	1	1	2	1	2	1	105	34	D	D	524	1	20
1121222	1	1	2	1	2	1	106	30	XA	D	435	0	20
1121222	1	1	2	1	2	1	107	15	D	A	344	0	20
1121222	1	1	2	1	2	1	108	20	XA	D	372	0	20
1121222	1	1	2	1	2	1	109	27	A	D	313	0	20
1121222	1	1	2	1	2	1	110	45	XD	D	378	1	20
1121222	1	1	2	1	2	1	111	35	XA	D	312	0	20
1121222	1	1	2	1	2	1	112	27	XD	D	409	1	20
1121222	1	1	2	1	2	1	113	22	A	A	567	1	20
1121222	1	1	2	1	2	1	114	29	A	D	340	0	20
1121222	1	1	2	1	2	1	115	37	A	D	539	0	20
1121222	1	1	2	1	2	1	116	25	XA	A	275	1	20
1121222	1	1	2	1	2	1	117	17	A	A	272	1	20
1121222	1	1	2	1	2	1	118	24	A	A	315	1	20
1121222	1	1	2	1	2	1	119	39	D	D	291	1	20
1121222	1	1	2	1	2	1	120	28	A	D	364	0	20
1121222	1	1	2	1	2	1	121	53	D	D	307	1	20
1121222	1	1	2	1	2	1	122	19	D	A	373	0	20
1121222	1	1	2	1	2	1	123	32	A	D	643	0	20
1121222	1	1	2	1	2	1	124	27	A	D	500	0	20
1121222	1	1	2	1	2	1	125	17	D	A	459	0	20
1121222	1	1	2	1	2	1	126	46	XD	D	293	1	20
1121222	1	1	2	1	2	1	127	18	D	A	384	0	20
1121222	1	1	2	1	2	1	128	30	D	D	532	1	20
1121222	1	1	2	1	2	1	129	44	D	D	411	1	20
1121222	1	1	2	1	2	1	130	21	A	A	539	1	20
1121222	1	1	2	1	2	1	131	23	XA	A	458	1	20
1121222	1	1	2	1	2	1	132	32	XD	D	376	1	20
1121222	1	1	2	1	2	1	133	30	D	A	496	0	20
1121222	1	1	2	1	2	1	134	23	D	A	1628	0	20
1121222	1	1	2	1	2	1	135	42	D	D	387	1	20
1121222	1	1	2	1	2	1	136	37	A	D	508	0	20
1121222	1	1	2	1	2	1	137	54	XD	D	411	1	20
1121222	1	1	2	1	2	1	138	17	A	A	504	1	20
1121222	1	1	2	1	2	1	139	44	A	D	307	0	20
1121222	1	1	2	1	2	1	140	35	D	D	443	1	20
1121222	1	1	2	1	2	1	141	29	D	D	387	1	20
1121222	1	1	2	1	2	1	142	31	XD	D	627	1	20
1121222	1	1	2	1	2	1	143	22	D	D	416	1	20
1121222	1	1	2	1	2	1	144	27	A	D	483	0	20
1121222	1	1	2	1	2	1	145	24	A	D	499	0	20
1121222	1	1	2	1	2	1	146	38	A	D	371	0	20
1121222	1	1	2	1	2	1	147	37	D	D	468	1	20
1121222	1	1	2	1	2	1	148	32	D	D	451	1	20
1121222	1	1	2	1	2	1	149	24	XD	A	635	0	20
1121222	1	1	2	1	2	1	150	11	XA	A	352	1	20
1121222	1	1	2	1	2	1	151	32	XA	D	418	0	20
1121222	1	1	2	1	2	1	152	21	XA	A	479	1	20
1121222	1	1	2	1	2	1	153	18	A	A	314	1	20
1121222	1	1	2	1	2	1	154	22	D	A	348	0	20
1121222	1	1	2	1	2	1	155	46	D	D	348	1	20
1121222	1	1	2	1	2	1	156	29	XA	D	428	0	20
1121222	1	1	2	1	2	1	157	29	XD	D	249	1	20
1121222	1	1	2	1	2	1	158	41	A	D	337	0	20
1121222	1	1	2	1	2	1	159	28	D	D	236	1	20
1121222	1	1	2	1	2	1	160	13	A	A	434	1	20
1121225	1	1	2	1	2	1	1	19	A	A	5288	1	4
1121225	1	1	2	1	2	1	2	32	D	A	2363	0	4
1121225	1	1	2	1	2	1	3	30	A	D	2132	0	4
1121225	1	1	2	1	2	1	4	15	D	D	6268	1	4
1121225	1	1	2	1	2	1	5	30	XD	A	1572	0	4
1121225	1	1	2	1	2	1	6	43	D	D	681	1	4
1121225	1	1	2	1	2	1	7	30	D	D	2131	1	4
1121225	1	1	2	1	2	1	8	32	XA	A	3125	1	4
1121225	1	1	2	1	2	1	9	31	D	A	1169	0	4
1121225	1	1	2	1	2	1	10	28	A	A	402	1	4
1121225	1	1	2	1	2	1	11	46	A	A	478	1	4
1121225	1	1	2	1	2	1	12	24	A	A	819	1	4
1121225	1	1	2	1	2	1	13	33	XD	A	884	0	4
1121225	1	1	2	1	2	1	14	31	A	A	449	1	4
1121225	1	1	2	1	2	1	15	29	A	A	741	1	4
1121225	1	1	2	1	2	1	16	33	D	A	1554	0	4
1121225	1	1	2	1	2	1	17	21	XA	D	9428	0	4
1121225	1	1	2	1	2	1	18	26	A	A	376	1	4
1121225	1	1	2	1	2	1	19	18	A	A	429	1	4
1121225	1	1	2	1	2	1	20	34	XD	A	307	0	4
1121225	1	1	2	1	2	1	21	42	D	D	327	1	4
1121225	1	1	2	1	2	1	22	37	D	A	324	0	4
1121225	1	1	2	1	2	1	23	40	XD	A	339	0	4
1121225	1	1	2	1	2	1	24	13	A	A	391	1	4
1121225	1	1	2	1	2	1	25	24	XD	A	859	0	4
1121225	1	1	2	1	2	1	26	47	A	A	305	1	4
1121225	1	1	2	1	2	1	27	26	D	A	228	0	4
1121225	1	1	2	1	2	1	28	46	XD	D	290	1	4
1121225	1	1	2	1	2	1	29	10	XA	D	961	0	4
1121225	1	1	2	1	2	1	30	12	A	D	706	0	4
1121225	1	1	2	1	2	1	31	34	D	A	394	0	4
1121225	1	1	2	1	2	1	32	19	XD	A	556	0	4
1121225	1	1	2	1	2	1	33	18	XD	A	288	0	4
1121225	1	1	2	1	2	1	34	11	A	A	2073	1	4
1121225	1	1	2	1	2	1	35	31	A	A	2988	1	4
1121225	1	1	2	1	2	1	36	38	A	D	293	0	4
1121225	1	1	2	1	2	1	37	35	A	A	339	1	4
1121225	1	1	2	1	2	1	38	9	A	A	346	1	4
1121225	1	1	2	1	2	1	39	6	XA	A	332	1	4
1121225	1	1	2	1	2	1	40	26	XD	D	2104	1	4
1121225	1	1	2	1	2	1	41	24	A	A	2048	1	4
1121225	1	1	2	1	2	1	42	50	D	A	1450	0	4
1121225	1	1	2	1	2	1	43	23	A	A	2164	1	4
1121225	1	1	2	1	2	1	44	25	XA	D	1665	0	4
1121225	1	1	2	1	2	1	45	29	D	D	1609	1	4
1121225	1	1	2	1	2	1	46	51	XD	D	859	1	4
1121225	1	1	2	1	2	1	47	44	D	A	14544	0	4
1121225	1	1	2	1	2	1	48	36	D	D	23629	1	4
1121225	1	1	2	1	2	1	49	45	A	A	3019	1	4
1121225	1	1	2	1	2	1	50	7	A	A	1203	1	4
1121225	1	1	2	1	2	1	51	34	A	D	2781	0	4
1121225	1	1	2	1	2	1	52	36	D	A	6835	0	4
1121225	1	1	2	1	2	1	53	41	D	A	803	0	4
1121225	1	1	2	1	2	1	54	47	D	D	235	1	4
1121225	1	1	2	1	2	1	55	25	A	D	987	0	4
1121225	1	1	2	1	2	1	56	39	A	D	7962	0	4
1121225	1	1	2	1	2	1	57	32	A	A	2370	1	4
1121225	1	1	2	1	2	1	58	33	A	A	1724	1	4
1121225	1	1	2	1	2	1	59	22	XD	D	2908	1	4
1121225	1	1	2	1	2	1	60	30	XA	D	2312	0	4
1121225	1	1	2	1	2	1	61	15	XA	A	3953	1	4
1121225	1	1	2	1	2	1	62	31	XA	A	8745	1	4
1121225	1	1	2	1	2	1	63	39	D	D	5144	1	4
1121225	1	1	2	1	2	1	64	54	D	A	2139	0	4
1121225	1	1	2	1	2	1	65	24	A	A	3420	1	4
1121225	1	1	2	1	2	1	66	38	D	D	2804	1	4
1121225	1	1	2	1	2	1	67	27	XA	D	16402	0	4
1121225	1	1	2	1	2	1	68	37	XD	D	2088	1	4
1121225	1	1	2	1	2	1	69	41	A	A	1152	1	4
1121225	1	1	2	1	2	1	70	33	XD	A	388	0	4
1121225	1	1	2	1	2	1	71	48	D	A	463	0	4
1121225	1	1	2	1	2	1	72	22	XD	D	5172	1	4
1121225	1	1	2	1	2	1	73	25	D	D	5985	1	4
1121225	1	1	2	1	2	1	74	52	D	A	2460	0	4
1121225	1	1	2	1	2	1	75	44	XA	D	411	0	4
1121225	1	1	2	1	2	1	76	32	A	D	298	0	4
1121225	1	1	2	1	2	1	77	55	D	D	451	1	4
