112101,1,1,1,1,34,1,1,568,1,13
112101,1,1,1,2,29,-1,1,431,0,13
112101,1,1,1,3,39,1,-1,595,0,13
112101,1,1,1,4,28,-1,-1,818,1,13
112101,1,1,1,5,6,-1,1,977,0,13
112101,1,1,1,6,19,-1,-1,458,1,13
112101,1,1,1,7,31,1,-1,523,0,13
112101,1,1,1,8,17,1,1,451,1,13
112101,1,1,1,9,45,1,1,379,1,13
112101,1,1,1,10,25,1,1,371,1,13
112101,1,1,1,11,26,-1,1,491,0,13
112101,1,1,1,12,43,1,1,290,1,13
112101,1,1,1,13,22,1,1,443,1,13
112101,1,1,1,14,32,1,1,323,1,13
112101,1,1,1,15,28,-1,1,459,0,13
112101,1,1,1,16,41,-1,-1,387,1,13
112101,1,1,1,17,35,1,-1,306,0,13
112101,1,1,1,18,26,-1,1,371,0,13
112101,1,1,1,19,31,1,1,641,1,13
112101,1,1,1,20,14,-1,1,275,0,13
112101,1,1,1,21,29,-1,-1,715,1,13
112101,1,1,1,22,46,1,-1,378,0,13
112101,1,1,1,23,44,1,1,243,1,13
112101,1,1,1,24,23,1,-1,1,0,13
112101,1,1,1,25,23,-1,1,216,0,13
112101,1,1,1,26,37,-1,-1,266,1,13
112101,1,1,1,27,21,1,-1,362,0,13
112101,1,1,1,28,14,-1,-1,178,1,13
112101,1,1,1,29,41,1,1,275,1,13
112101,1,1,1,30,30,-1,-1,284,1,13
112101,1,1,1,31,44,1,1,221,1,13
112101,1,1,1,32,32,-1,-1,315,1,13
112101,1,1,1,33,43,-1,1,267,0,13
112101,1,1,1,34,38,1,1,250,1,13
112101,1,1,1,35,38,-1,-1,371,1,13
112101,1,1,1,36,25,-1,1,530,0,13
112101,1,1,1,37,21,-1,1,275,0,13
112101,1,1,1,38,45,-1,-1,275,1,13
112101,1,1,1,39,27,-1,1,282,0,13
112101,1,1,1,40,45,1,1,276,1,13
112101,1,1,1,41,13,-1,1,386,0,13
112101,1,1,1,42,42,1,-1,291,0,13
112101,1,1,1,43,40,1,-1,467,0,13
112101,1,1,1,44,37,1,1,260,1,13
112101,1,1,1,45,22,-1,-1,251,1,13
112101,1,1,1,46,28,1,-1,315,0,13
112101,1,1,1,47,24,-1,1,235,0,13
112101,1,1,1,48,19,1,1,267,1,13
112101,1,1,1,49,29,1,-1,299,0,13
112101,1,1,1,50,17,-1,-1,435,1,13
112101,1,1,1,51,29,-1,1,499,0,13
112101,1,1,1,52,39,1,1,491,1,13
112101,1,1,1,53,16,1,1,507,1,13
112101,1,1,1,54,33,1,-1,506,0,13
112101,1,1,1,55,15,-1,-1,418,1,13
112101,1,1,1,56,20,-1,1,580,0,13
112101,1,1,1,57,28,-1,-1,297,1,13
112101,1,1,1,58,50,1,-1,540,0,13
112101,1,1,1,59,49,1,1,555,1,13
112101,1,1,1,60,30,1,-1,675,0,13
112101,1,1,1,61,25,1,-1,579,0,13
112101,1,1,1,62,12,-1,-1,481,1,13
112101,1,1,1,63,35,-1,1,555,0,13
112101,1,1,1,64,35,1,-1,811,0,13
112101,1,1,1,65,40,1,1,467,1,13
112101,1,1,1,66,40,1,-1,547,0,13
112101,1,1,1,67,47,1,1,499,1,13
112101,1,1,1,68,38,1,1,459,1,13
112101,1,1,1,69,39,1,1,555,1,13
112101,1,1,1,70,26,1,-1,665,0,13
112101,1,1,1,71,32,-1,1,852,0,13
112101,1,1,1,72,17,-1,-1,540,1,13
112101,1,1,1,73,53,1,1,714,1,13
112101,1,1,1,74,40,-1,1,714,0,13
112101,1,1,1,75,15,1,-1,667,0,13
112101,1,1,1,76,31,-1,1,747,0,13
112101,1,1,1,77,8,-1,-1,835,1,13
112101,1,1,1,78,18,-1,-1,955,1,13
112101,1,1,1,79,22,-1,1,1099,0,13
112101,1,1,1,80,36,1,-1,1027,0,13
112101,1,1,1,81,55,1,-1,2594,0,13
112101,1,1,1,82,14,1,-1,609,0,13
112101,1,1,1,83,24,1,1,364,1,13
112101,1,1,1,84,25,-1,-1,1075,1,13
112101,1,1,1,85,34,1,-1,882,0,13
112101,1,1,1,86,36,-1,1,1658,0,13
112101,1,1,1,87,52,1,1,515,1,13
112101,1,1,1,88,33,-1,1,434,0,13
112101,1,1,1,89,24,-1,-1,538,1,13
112101,1,1,1,90,32,1,-1,619,0,13
112101,1,1,1,91,37,1,1,450,1,13
112101,1,1,1,92,30,1,1,516,1,13
112101,1,1,1,93,19,-1,1,667,0,13
112101,1,1,1,94,16,-1,-1,939,1,13
112101,1,1,1,95,32,1,-1,1634,0,13
112101,1,1,1,96,10,-1,-1,1052,1,13
112101,1,1,1,97,46,1,1,881,1,13
112101,1,1,1,98,42,-1,1,699,0,13
112101,1,1,1,99,47,-1,1,546,0,13
112101,1,1,1,100,20,1,1,642,1,13
112101,1,1,1,101,34,1,1,602,1,13
112101,1,1,1,102,36,1,-1,699,0,13
112101,1,1,1,103,31,-1,1,650,0,13
112101,1,1,1,104,27,-1,1,474,0,13
112101,1,1,1,105,22,1,1,403,1,13
112101,1,1,1,106,35,-1,-1,395,1,13
112101,1,1,1,107,28,1,1,675,1,13
112101,1,1,1,108,23,1,-1,690,0,13
